漢字	同音同調	同音異調	近音同調	近音異調	同部首同筆畫數
為	魏衛胃蔚維未韋唯遺惟渭濰圍桅味穌薇餵幃偽位慰危謂帷微巍褽尉喂闈畏違	娓維未威韋渭惟桅味煨穌逶餵幃葦慰位洧謂鮪巍褽闈尾魏胃衛蔚痿緯萎唯遺圍濰崴薇偽危偉帷微偎喂尉猥畏諉違委			炬炭炮炯炸炫炤炳
炳	丙柄秉鉼屏稟餅	病兵併並摒並冰		繽彬瀕殯豳儐濱臏檳鬢賓	炬炭炮炯炸為炫炤
炬	苣颶懼具巨踞瞿鉅倨劇遽屨距俱聚據句鋸足拒	莒咀舉桔疽橘蛆跼車駒俱拘狙侷掬菊局鋸沮鞠居齟矩	敘去恤畜娶洫絮蓄酗婿趣卹漆緒頊勗續旭序	取璩許徐圈鬚砠煦曲區需渠驅咻噓趨嶇墟胥娶劬麴瞿吁戌蛆屈須齲訏蛐軀虛衢栩	炭炮炯炸為炫炤炳
炯	窘迥		窘	燻巡雋峻醺雄鈞馴均璿匈巽蕈群穹俊訓迅軍訊洶洵竣汛潯徇郡濬裙潠凶浚龜勛詢駿殉瓊薰循遜兇尋熊窮兄君荀勳胸旬菌	炬炭炮炸為炫炤炳
炭	探歎碳嘆	毯覃曇袒痰潭罈彈譚貪坍談探灘攤檀坦癱壇	誕淡蛋石憚彈但啖啗氮旦擔澹	簞丹擔耽撢單膽疸	炬炮炯炸為炫炤炳
炸	紮閘柵搾扎砟詐咋乍搾札吒蚱	紮閘柵喳搾扎砟詐咋乍查眨搾札渣吒蚱	雜咱偺砸	紮雜咱偺砸匝	炬炭炮炯為炫炤炳
炮	泡皰咆砲庖刨袍匏	泡皰咆拋砲庖刨袍匏跑	裒	剖裒	炬炭炯炸為炫炤炳
炤	召棹趙照兆肇罩櫂詔晁	釗召著朝昭招嘲沼找爪晁	皂胄噪驟縐造奏冑紂揍宙晝譟灶咒籀皺躁燥	鄹澡遭軸帚周妯藻鄒蚤糟棗陬粥舟走肘鑿早啁週州洲	炬炭炮炯炸為炫炳
爰	緣媛源員原轅園圓援騵猿湲元袁沅垣	宛院苑媛願淵願冤鴛鳶怨遠	玩丸完汍頑	惋彎灣莞碗蜿腕挽萬宛玩輓晚皖綰豌剜娩婉	
牲	勝升生笙甥聲昇陞	勝澠繩乘賸省聖盛剩	砷信申僧莘伸呻娠深身森參紳	哂審甚滲瀋腎蜃沁嬸脤神慎沈	牴牯
牯	轂凸股谷鵠滑蠱瞽罟賈鼓穀古詁鈷骨	菰孤鴣告沽蛄雇咕辜錮顧鈷估僱姑呱固故骨家	苦楛	骷窟庫褲酷枯哭	牴牲
牴	砥底柢邸抵詆氐	滴鏑荻締迪帝的嘀狄蒂氐弟諦犒翟笛芽低地敵第娣遞棣滌嫡	體	悌屜啼剃隄提嚏剔題涕梯堤蹄踢緹替銻逖惕	牲牯
狩	授售壽受綬獸瘦	熟守首收手	召邵紹掃哨嗽少	叟芍騷燒少杓颼韶嗾艘搜勺藪餿蒐繅捎掃擻搔稍嫂梢	狠狡
狠	很	痕恨	訪倣舫仿彷紡粉	瘋峰恆氛妨航豐分逢芬份鳳墳馮沆楓桁烽芳坊風俸哼橫放棻肪方縫紛枋忿吭諷吩豐奮行杭鋒亨房汾奉糞焚防蜂憤封衡	狩狡
狡	較勦餃姣皎腳僥繳鉸攪角絞剿矯	教礁較澆跤姣轎驕窖郊鮫嬌膠焦詨校叫交椒蛟覺醮嚼蕉	九朽巧雀悄酒篠曉玖糾小愀韭鵲赳宿灸久	毬溴囂袖啾蹺修哮消廄邱揪簫肖鳩竅囚峭羞究秋逍舊俏秀撬舅球誚硝疚銷橇脩仇瞧宿嗅傚蕭宵橋蚯梟樵鞘憔救酵裘削糾就效笑龜霄驍泅殼嘐求喬孝咻岫梂柩丘嘯臼敲咎鏽譙酋鍬校僑臭瀟鞦休鰍繡學翹	狩狠
玷	電鈿奠澱殿墊店甸靛佃惦	滇巔顛點碘典癲		甜畋靦填腆舔添忝恬天田闐	玻珍珊玳玲珀
珊	扇姍縿刪山舢煽跚杉衫羶潸芟	鱔扇膳禪擅疝訕繕汕贍煽善閃單陝	三參	傘散糝	玻珍玳玲珀玷
玻	撥菠般缽播剝	荸亳搏帛簸薜伯蔔博脖勃跛舶泊鉑膊擘渤箔薄駁播檗白蘗鈸柏			珍珊玳玲珀玷
玲	齡蛉菱櫺翎聆昤鴒泠苓凌陵綾鈴靈羚零伶	領拎令另嶺	檸痳霖嚀麟鱗您獰凝林鄰燐淋寧磷擰轔遴臨琳璘	擰吝佞懍躪藺凜濘賃	玻珍珊玳珀玷
珍	禎診貞真針楨斟臻砧偵榛甄箴	震陣娠鴆診枕縝鎮朕賑振疹	睜髒征獐錚正箏猙繒崢贓怔憎漳曾掙增癥蟑爭樟璋臧蒸徵臢丁彰章諍張	拯長証正幛怎臟贈藏障鄭漲幀政脹掙證仗帳葬杖整丈賬掌症奘瘴	玻珊玳玲珀玷
珀	醱破粕迫泊魄樸	剖婆陂波叵鄱潑坡頗			玻珍珊玳玲玷
玳	迨大貸黛怠逮岱待帶殆代戴袋	逮待歹呆	泰汰態太	薹颱苔抬檯跆胎台臺	玻珍珊玲珀玷
甚	腎舌蜃什滲沁脤慎神蛇	攝麝奢砷信滲涉葉申賒腎伸呻拾設身沁社紳參慎捨沈捨赦哂審瀋莘深娠蜃嬸射脤歙神	勝上澠繩乘賸尚聖盛喪剩	賞桑澠僧殤升勝湯傷省色笙甥聖盛陞喪嗓澀晌生裳乘賸尚圾昇塞剩觴上繩穡瑟嗇牲森聲商	
甭		迸蹦崩繃		畚奔本笨賁苯	
畏	位慰魏胃衛蔚謂未褽遺尉喂渭為味穌餵偽	尾娓維痿緯萎威韋唯惟濰圍桅為崴煨薇逶幃葦危偉洧帷鮪微巍偎闈猥諉違委			畋界畎
界	戒芥疥藉誡解借介屆	捷階拮皆桔街截詰節傑桀揭孑頡接碣姊劫櫛解嗟羯訐竭睫偕擷結潔姐傑	蟹切愜駭懈妾竊燮楔洩紲榭邂屜解洩屑怯械卸瀉褻謝契挈鍥	攜協歇切寫邪斜些且挾諧伽蠍鞋偕擷頡茄血勰脅	畋畏畎
畎	甽犬	蜷卷犬權圈詮銓勸踡佺全荃券泉痊拳	卷捲	倦卷雋捐鐫眷娟圈絹身涓鵑狷	畋界畏
畋	甜填恬田闐	靦腆舔添忝天		奠甸店顛點碘典靛玷佃惦滇電鈿澱殿墊巔癲	界畏畎
疫	屹藝肄軼刈誼囈縊逸佾溢劓懿鎰毅義邑億液佚役易羿弋裔蜴驛弈帟譯翌異益臆腋亦艾曳詣議意繹憶掖浥翳奕一抑翼衣	漪尾咦姨椅壹蟻飴旖誼偯迤栘移以彝夷已遺沂宜咿醫頤伊噫疑乙怡貽揖訑迆蛇矣圯胰儀一衣痍倚依			疤疥疢疣
疤	叭扒巴笆捌吧芭八	把跋靶伯吧杷霸耙壩鈸爸罷拔琶灞			疥疢疣疫
疥	戒芥界藉誡解借介屆	捷階拮皆桔街截詰節傑桀揭孑頡接碣姊劫櫛解嗟羯訐竭睫偕擷結潔姐傑	蟹切愜駭懈妾竊燮楔洩紲榭邂屜解洩屑怯械卸瀉褻謝契挈鍥	攜協歇切寫邪斜些且挾諧伽蠍鞋偕擷頡茄血勰脅	疤疢疣疫
疢	讖櫬稱襯趁	晨諶塵宸陳娠忱琛臣瞋辰沉沈	稱暢倡悵唱秤	場長倡猖萇敞藏涔嚐撐誠城程承曾氅騁盛參層嘗徜稱呈常岑澄裳腸倀乘昌鯧丞懲償倉橙娼艙瞠滄成廠蒼逞嫦傖	疤疥疣疫
疣	鈾游郵猶猷遊尤油魷由	幼幽黝攸鼬誘悠宥右柚牖祐有侑莠友又酉囿佑優憂釉	洮淆崤謠榣瑤僥餚姚遙餚窯堯搖爻	邀要喲耀夭咬吆鷂杳舀腰樂窈麼鑰藥妖拗曜	疤疥疢疫
癸	鬼軌詭晷	鱖跪鮭皈規傀貴桂閨龜圭珪瑰櫃歸	傀	匱睽窺虧喟魁奎愧夔葵盔餽揆簣逵潰	
皆	階揭偕結街嗟接	捷芥拮桔截詰節傑桀疥藉誡孑頡碣姊劫櫛解羯訐竭戒睫界擷結潔借姐傑介屆	歇蠍切些	攜蟹協切邪斜駭愜挾懈妾竊燮諧伽鞋楔洩頡血紲脅邂榭屜解寫洩屑怯卸械且瀉謝褻契偕擷挈茄鍥勰	皇皈
皇	韹湟隍磺蝗徨凰篁簧黃璜煌遑惶	幌肓謊洸荒慌晃恍	餛琿混渾魂	葷輥混昏渾婚	皆皈
皈	閨龜珪圭瑰鮭傀規歸	鬼桂鱖癸軌跪詭晷櫃貴	窺盔虧	匱睽喟魁傀奎愧夔葵餽揆簣逵潰	皆皇
盈	瑩縈嬴迎營楹塋贏蠅瀛螢熒	纓罌景郢鶯櫻映膺鸚嬰應瑛英鷹嚶瓔穎硬影	垠夤吟銀鄞齦淫簷寅霪	癮聽胤印飲因尹茵音湮姻陰縯慇氤蔭殷隱引蚓	盆盅盃
盆		噴	彭棚蓬鵬徬硼澎旁朋膀篷膨螃龐	烹捧抨胖砰滂碰乓磅澎	盅盃盈
盃	杯揹卑背俾碑悲裨	北貝鋇倍背焙輩狽備臂邶憊悖被孛蓓			盆盅盈
盅	忠鍾中鐘衷終忪	踵眾仲湩腫中塚重塚種	屯諄蹤尊肫縱綜遵鬃樽宗棕	傯準總粽縱綜圳准從俊撙	盆盃盈
省	醒	邢澠馨勝行升刑陘笙型甥聖盛陞性生興乘賸幸昇剩形倖惺杏繩星牲悻姓腥猩聲硎	哂頸景審井饉緊瀋僅警儘覲憬謹瑾阱嬸璟錦沈	竟涇信靖心粳燼馨芯精申靜筋呻縉沁進訢紳慎巾莖甚新競噤津莘儘覲娠斤經森近脤逕神昕今境欣驚砷鋅滲睛矜僧勁腎襟更伸徑觔兢身晶參旌京盡金晉鯨痙淨僅禁荊鏡菁深薪浸蜃辛尋敬釁	眉看盼盾盹相眇
盹	鈍燉囤躉噸頓盾沌遁	鈍蹲囤頓惇遁燉躉噸墩沌盾敦	褪董棟桶痛恫慟胴洞筒凍動統懂	銅桐僮棟東慟豚冬鼕洞潼屯筒臀動懂統飩瞳同褪囤峒董桶彤痛恫吞胴通凍童咚	眉看省盼盾相眇
相	湘像襄嚮鄉鑲橡瓖廂巷象香箱項向	祥詳襄降翔鑲橡巷廂享餉響像湘嚮鄉庠瓖象饗香箱想項向	信心彊燼芯馨降筋縉漿進韁訢醬巾新津噤莘儘匠疆覲斤近昕今欣江鋅矜薑勁襟觔絳僵盡金晉禁僅薪浸辛姜釁將強	信彊心燼馨芯降筋縉漿謹進韁獎醬訢巾新噤津儘莘匠疆覲斤講槳近錦昕今欣江鋅矜薑勁襟觔瑾絳僵盡饉金晉緊禁僅薪蔣浸辛尋釁姜將強	眉看省盼盾盹眇
眉	楣玫沒莓煤湄梅枚媒霉黴	每媚袂鎂妹沬瑁魅美寐昧			看省盼盾盹相眇
看	戡瞰勘刊堪	侃戡坎檻瞰勘砍刊堪崁	乾竿甘疳柑淦幹尷榦干坩贛桿肝	乾竿疳甘柑淦幹尷榦感干桿橄坩敢贛桿稈肝趕	眉省盼盾盹相眇
盾	鈍吮燉囤噸頓沌遁盹	舜蹲躉墩敦惇盹瞬順	褪損榫棟筍痛恫慟塽胴洞悚凍動慫聳爽	嵩松宋銅桐僮孀鬆霜崧蓀潠東豚雙冬誦飧鼕潼屯筒臀統懂淞飩瞳同訟囤峒董桶送彤恫孫忪吞通頌童咚	眉看省盼盹相眇
盼	叛拚判畔	盤蹣般胖潘蟠槃磐攀踫			眉看省盾盹相眇
眇	緲渺杪邈秒杳藐	描瞄妙苗繆廟		謬	眉看省盼盾盹相
矜	棺關金觀莞倌津禁筋襟觔浸官斤鰥冠綸巾今	館琯燼觀勁鸛縉謹瑾進罐冠盥盡饉晉莞緊管噤僅禁儘灌貫慣覲浸錦近	鎗青涇槍心粳馨芯精羌傾鑲漿廂韁訢莖興新親莘疆惺鄉星嗆經氫香頃搶昕清欣驚江鋅髖睛襄鏘薑腔蜻更兢鯖侵晶旌僵欽京寬湘鯨卿荊輕菁薪嶔瓖辛姜腥箱將猩相	靖彊祥降情靜傾橡陘興幸親形鄉嗆撳璟想逕硎罄勁擎擒繈絳型款像痙勤嚮憬蔣尋悻阱將請相強竟邢牆頸信芯秦刑磬噙沁巷琴省獎醬芹醒餉慶響競匠倖講象槳頃搶項境景詳薔警行翔徑禽享晴檠檣性井淨寢鏡庠杏戕敬釁姓饗梡向	
砂	殺杉鯊莎裟紗煞沙	傻霎廈煞	撒	薩卅灑撒颯	研砍砌
研	豔閻癌堰焰諺雁簷驗贗咽艷硯巖炎延晏妍嚥彥簷沿燕鹽饜顏釅筵厭巖嚴淹燄言宴唁	豔堰儼雁簷硯延妍眼彥煙沿燕鹽醃筵巖厭燄言宴演閻癌焰菸諺驗衍醃湮掩魘贗郾咽艷殷巖炎晏偃兗奄嚥簷胭鼴顏饜釅嚴淹焉嫣唁			砂砍砌
砌	汽愒器企訖迄亟泣契憩妻緝磧氣棄	歧其淇旗琪齊萋琦耆麒棋淒騎妻祺欺臍溪豈綺畦鰭祁崎杞圻乞奇岐啟期柒祇衹祈棲谿稽枝漆慼悽起戚七錡	洎暨寄忌祭薊騎芰際劑繼薺記季稷髻霽技紀覬既悸計躋繫濟妓鯽驥冀	棘璣羈疾肌集脊己藉雞磯乩積幾績期屐機楫瘠嵇跡蹟基級極居戢畸姬畿其擊輯寂給犄飢及嫉癘幾唧箕麂擠急伋奇吉譏激圾即汲勣稽吃亟躋籍岌嘰濟戟饑	研砂砍
砍	侃坎檻崁	戡看瞰勘刊堪	橄敢感稈桿趕	乾竿甘疳柑淦幹榦尷干坩贛桿肝	研砂砌
祆	秈纖姍暹掀鮮先仙	僩峴餡涎顯限嫌莧銑舷銜啣鹹癬現霰險嫻腺閒鮮閑絃羨鹹憲獻弦蜆陷縣線賢蘚	箋監間尖肩縑湔兼姦堅韉漸菅殲奸緘艱濺煎	件檻劍健僭見艦毽漸諫囝檢柬簡濺減筧踐監箭間閒薦腱鍵剪建鹼瞼繭餞鑑鑒澗賤撿揀儉薦	祇祉祈
祉	芷徵止紙趾祇只指旨咫址	雉秩幟蛭志氏脂值肢執祇峙枝治支制質祗之芝誌姪稚窒植織梔泜痣智緻胝滯汁吱致置痔摭至摯製輊躑躓蜘直擲識知隻炙只職卮殖	仔訾紫滓籽子梓	恣淄漬錙緇貲咨茲字子姿孳資孜輜滋諮齜玆髭自吱	祇祆祈
祈	歧淇其琪旗齊琦耆麒棋騎祺臍畦鰭祁崎圻奇岐衹祇期枝錡	愒萋淒妻欺溪豈綺磧棄杞乞汽啟柒器棲企訖谿稽漆慼亟迄悽泣起契憩戚砌七緝氣	棘戢疾擊輯寂集脊及嫉藉唧急伋吉圾即楫瘠汲吃亟籍級極岌	洎璣羈暨忌肌祭脊己騎芰雞磯乩劑積幾記績期屐機嵇跡覬紀蹟基計妓居冀畸姬畿其寄給犄薊飢癘際幾唧箕麂繼擠薺奇譏激季稷髻霽技勣稽既悸躋繫嘰濟鯽戟驥饑	祇祆祉
祇	歧止琪齊琦耆棋氏芷騎祺脂址祁肢期祉祈枝支紙之祗芝錡其淇旗梔織咫泜麒胝臍汁畦鰭吱崎圻奇岐衹蜘知徵隻趾只指卮旨	幟止氏脂執乞祉枝漆迄紙質之祗誌氣稚植織萋咫痣欺汁置汽痔柒企製稽躑蜘躓直悽擲知契炙只憩趾職旨砌七雉秩蛭志芷妻值溪豈綺址磧棄肢啟器峙棲訖治慼支起制芝姪愒窒梔泜淒智緻胝滯吱致杞摭至摯谿輊亟泣識徵隻指戚卮緝殖	訾棘紫錙疾集茲脊藉資齜仔瘠楫極級戢淄籽擊輯寂梓咨及嫉姿子唧孜諮玆吱伋急吉滓圾即緇貲汲吃亟籍孳岌輜滋髭	洎紫漬璣錙暨祭茲脊乩劑積資幾績機屐跡嵇紀覬基居冀籽給犄咨字飢子幾孜諮麂玆繼擠奇季稷髻貲霽技稽勣既悸繫躋孳鯽髭訾羈忌肌己騎芰磯雞齜仔恣記期蹟計妓畸姬畿淄其寄梓薊際癘姿唧箕吱薺激譏滓緇嘰濟輜戟滋驥饑自	祆祉祈
禹	雨語與宇庾敔噢齬圉予嶼羽圄	瘉澦域妤娛瘀馭獄逾峪昱燠褕蝓竽雩渝覦預漁迂語於與紆煜慾芋育餘余俞歟堉鬱豫毓虞裕盂禦隅籲嫗榆喻愚魚玉欲譽禺熨輿癒寓愈愉諭御谷郁淤腴臾遇諛圩聿尉瑜予萸浴於	武憮舞鵡五捂伍嫵侮午	汙晤騖巫吾塢悟亡誤誣務無吳烏毋寤戊惡嗚鼯於唔物勿霧屋兀圬鎢軏污梧蕪蜈堊	禺
禺	瘉澦妤域娛馭獄逾昱峪燠褕蝓竽雩渝覦預漁語於與煜慾芋育餘余俞歟堉鬱豫毓虞裕盂禦隅籲嫗榆喻愚魚玉欲譽熨輿癒寓愈愉諭御谷郁腴遇臾諛圩聿尉瑜予萸於浴	瘉澦妤域娛瘀宇馭獄逾峪昱燠褕蝓竽雨雩渝覦預漁迂於語紆與煜齬慾噢芋育餘余俞歟堉鬱豫羽虞毓裕盂禦隅籲嫗榆敔喻愚魚玉欲圉譽禹熨嶼輿癒寓愈愉諭圄御谷郁淤腴臾遇諛庾圩聿尉瑜予萸於浴	晤騖巫吾悟塢亡誤誣務無吳毋戊惡寤鼯唔物勿霧兀鎢軏梧蕪蜈堊	武汙鵡晤騖巫侮吾悟塢亡誤誣務無吳午五烏毋伍寤戊惡嗚鼯唔嫵於物勿憮霧屋舞兀圬鎢捂軏污梧蕪蜈堊	禹
科	軻窠柯刻顆蚵苛瞌稞棵蝌磕	嗑課客恪溘坷渴剋髁可咳喀殼緙克刻	擱割胳哥歌戈疙鴿	郃各咯格骼個鎘蛤箇鉻革隔閣膈閤鬲葛	秋秒
秒	緲渺杪邈杳藐眇	描瞄妙苗繆廟		謬	秋科
秋	蚯丘邱龜鞦鰍	仇毬酋泅求裘球梂囚	教啾蹺姣驕糾嬌焦詨揪鳩椒交蕉礁澆跤敲撬郊鮫膠橇鍬蛟	巧雀蹺皎廄鵲灸竅醮峭九究舊俏餃舅撬轎狡誚疚攪韭瞧赳久覺橋教樵鞘救憔悄姣窖玖糾就僥角愀殼喬柩較臼勦咎酒腳繳譙鉸校絞叫僑矯剿翹嚼	科秒
穿	川	釧船舛串傳喘		爨竄篡	突
突	徒凸荼余塗酴屠圖途	禿土兔吐菟	髑瀆櫝讀犢黷牘毒獨	杜蠹堵睹篤賭度鍍嘟渡肚都督妒	穿
竿	乾疳坩甘柑尷桿干肝	橄淦幹贛敢榦感稈桿趕	戡看勘刊堪	侃坎看檻瞰勘砍崁	竽
竽	盂妤隅娛榆愚魚逾禺輿愉褕蝓雩渝覦腴漁臾於諛圩餘余瑜俞予歟萸於虞	瘉澦域瘀宇馭獄峪昱燠雨預迂語紆與煜齬慾噢芋育俞堉鬱豫羽毓裕禦籲嫗敔喻玉欲圉譽禺禹熨嶼癒寓愈諭圄御谷郁淤遇庾聿尉予浴	吾亡誣無毋鼯梧唔巫吳蕪蜈	武汙鵡晤騖巫侮悟塢誤誣務午五烏伍寤戊惡嗚嫵於物勿憮霧屋舞兀圬鎢捂軏污堊	竿
籽	仔訾紫滓子梓	恣淄漬錙緇貲咨茲字子姿孳資孜輜滋諮齜玆髭自吱	芷徵止紙趾祇只指祉旨咫址	雉秩幟蛭志氏脂值肢執祇峙枝治支制質祗之芝誌姪稚窒植織梔泜痣智緻胝滯汁吱致置痔摭至摯製輊躑躓蜘直擲識知隻炙只職卮殖	
紂	胄晝宙咒縐籀皺冑	粥軸帚舟妯周肘啁週洲州	皂棹噪肇罩驟炤造奏詔晁召揍趙譟照兆灶躁櫂燥	釗鄹澡遭朝昭藻鄒沼爪蚤糟棗晁陬召著走招嘲鑿早啁找	紉紅約紇紆紀
紅	泓共洪攻宏工宮蚣恭訌弘肱躬黌閎功弓供釭虹鴻龔公	共礦哄汞鬨廾鞏薨烘供貢轟拱	倥琨渾焜魂崆錕昆空硿餛琿髡混坤崑	輥鯀倥昏渾滾梱婚空袞葷孔捆睏恐綑混棍困控	紉約紇紆紀紂
紀	洎暨寄忌祭薊騎芰際劑繼薺記季稷髻霽技覬既悸計躋繫濟妓鯽驥冀	棘璣羈疾肌集脊己藉雞磯乩積幾績期屐機楫瘠嵇跡蹟基級極居戢畸姬畿其擊輯寂給犄飢及嫉癘幾唧箕麂擠急伋奇吉譏激圾即汲勣稽吃亟躋籍岌嘰濟戟饑	愒系汐翕戲隙妻細磧棄汽係器矽企訖亟迄泣潟契夕繫憩砌緝歙氣	攜歧琪烯齊嬉蓆琦耆膝棋騎妻惜璽祺洗溪豈綺祁析乞啟祇期媳祈棲枝漆慼息蟋羲起錫蹊錡褶昔曦淅熹其悉淇旗禧犀萋麒行蜥淒稀希吸習欺臍徙畦晰鰭兮崎鰓圻杞熙奇岐柒衹釐喜譆谿稽犧唏嘻悽晞西席熄奚戚七襲檄僖	紉紅約紇紆紂
紉	衽刃妊韌認仞飪軔任賃	仁荏稔壬人忍兒任	讓	扔瓤嚷攘仍禳壤	紅約紇紆紀紂
紇	嗑合蓋河郃翮和闔盍核荷貉禾曷劾盒閡何褐閤涸	嚇郝和訶喝鶴賀暍荷赫呵			紉紅約紆紀紂
約	曰	粵越岳耀閱悅躍月樂鑰刖軏藥嶽曜籥說玥			紉紅紇紆紀紂
紆	淤迂瘀	瘉澦妤域娛宇馭獄逾昱峪燠褕蝓竽雨雩渝覦預漁語於與煜齬噢慾芋育餘余俞歟堉鬱豫羽虞毓裕盂禦隅籲嫗榆敔喻愚魚玉欲圉譽禺熨禹嶼輿癒寓愈愉諭圄御谷郁腴遇臾諛庾圩聿尉瑜予萸於浴	屋汙誣烏圬鎢惡嗚污於巫	武鵡晤騖巫侮吾悟塢亡誤誣務無吳午五毋伍寤戊惡鼯嫵唔物勿憮霧舞兀鎢捂軏梧蕪蜈堊	紉紅約紇紀紂
缸	綱岡釭崗肛扛槓鋼剛	港崗槓	糠跟慷康根	墾伉艮慷齦亙肯亢啃炕扛抗懇	
美	每鎂	楣媚沒莓瑁枚媒魅黴昧眉玫袂妹煤沬湄梅霉寐			
羿	屹藝肄軼刈誼囈縊逸佾溢劓疫懿鎰毅義邑億液佚役易弋裔蜴驛弈帟譯翌異益臆腋亦艾曳詣議意繹憶掖浥翳奕一抑翼衣	漪尾咦姨椅壹蟻飴旖誼偯迤栘移以彝夷已遺沂宜咿醫頤伊噫疑乙怡貽揖訑迆蛇矣圯胰儀一衣痍倚依			
耄	懋貌貿帽瑁茂冒	髦泖錨毛茆卯貓茅矛		眸某繆牟謀	耆
耐	奈	迺奶氖奈乃	睞癩籟賴瀨	徠來萊	耍耑
耍		刷			耑耐
耑	磚端專顓	斷鍛囀賺撰僎篆轉短傳緞段	湍鑽	纂糰團賺鑽	耍耐
耶	噎琊椰爺	也噎曄琊冶鄴葉謁業拽椰頁野靨射夜咽爺			
胖	盤蹣般蟠槃磐踫	叛判畔徬乓旁膀拚潘滂盼螃攀龐磅		盆噴	胄胥胤胡胃胝背胞胎胚胛
胥	須墟訏鬚需虛吁戌噓	敘恤畜絮洫蓄婿酗卹許緒頊徐煦勗咻栩續旭序	車駒俱狙拘疽鋸沮居蛆	苣炬颶具桔巨鉅倨劇遽屨距俱侷掬聚據齟咀莒舉懼踞瞿橘跼局句菊鋸沮足鞠拒矩	胄胖胤胡胃胝背胞胎胚胛
胚	壞呸	珮轡裴配佩陪培沛賠			胄胥胖胤胡胃胝背胞胎胛
胃	位慰魏衛蔚謂未褽遺尉喂渭畏為味穌餵偽	尾娓維痿緯萎威韋唯惟濰圍桅為崴煨薇逶幃葦危偉洧帷鮪微巍偎闈猥諉違委			胄胥胖胤胡胝背胞胎胚胛
胄	晝宙咒縐籀皺冑紂	粥軸帚舟妯周肘啁週洲州	皂棹噪肇罩驟炤造奏詔晁召揍趙譟照兆灶躁櫂燥	釗鄹澡遭朝昭藻鄒沼爪蚤糟棗晁陬召著走招嘲鑿早啁找	胥胖胤胡胃胝背胞胎胚胛
背	盃貝鋇卑揹倍輩焙碑狽杯備臂邶憊被悖俾孛悲蓓裨	盃北貝揹卑鋇倍焙輩碑狽杯備臂邶憊悖被俾孛悲裨蓓			胄胥胖胤胡胃胝胞胎胚胛
胡	瑚壺鬍鵠蝴糊湖葫囫弧斛狐	瓠互琥虎扈許惚唬乎戲呼戶忽滬楛沍護	氟縛匐夫蝠紼扶芾幅孚弗輻紱袱福浮伏符菔拂涪怫彿服芙俘	富馥覆附膚俯鈇複府夫腑腐頫甫阜腹賻副傅復釜敷付撫斧孵赴婦莆趺輔咐父麩脯賦負駙伕訃	胄胥胖胤胃胝背胞胎胚胛
胛	賈假夏鉀甲	嘉架假頰加葭稼傢挾迦駕價浹痂賈莢戛袈夾茄豭嫁佳家	卡	狎暇俠轄嚇霞夏斜柙挾峽恰匣洽下狹蝦黠遐廈呷瞎瑕	胄胥胖胤胡胃胝背胞胎胚
胎	苔	泰薹颱苔抬檯跆汰態台臺太	待呆	迨黛大貸怠逮岱待玳帶殆代戴袋歹	胄胥胖胤胡胃胝背胞胚胛
胞	包褒苞	葆鉋鑤爆報飽刨豹雹暴堡鮑褓抱寶保薄			胄胥胖胤胡胃胝背胎胚胛
胤	印飲蔭隱	夤聽銀飲尹茵寅姻湮慇殷引癮鄞因齦淫音簷垠陰吟縯氤隱蚓霪	應養樣漾映怏恙硬煬	纓佯仰瘍洋櫻颺楊羊央秧應縈鷹穎蠅煬烊養迎揚營膺嬰嬴昜楹暘氧影陽瑩鍚罌景郢鶯鴦徉贏鸚盈英鞅螢泱殃熒癢瑛嚶瓔塋瀛	胄胥胖胡胃胝背胞胎胚胛
胝	肢祇織梔枝泜蜘支氏知隻只祗之脂芝卮汁吱	雉秩幟止蛭志芷值址執祇祉峙治制紙質誌姪稚窒植咫痣智緻滯致置痔摭至摯製輊躑躓直擲知識徵只炙趾指職旨殖	淄錙緇貲咨茲姿孳孜資輜滋諮齜玆髭吱	仔訾字恣紫滓籽漬子孳梓自	胄胥胖胤胡胃背胞胎胚胛
致	雉秩幟蛭稚窒志痣智緻滯置痔至摯峙製輊躓治知識制質炙誌	姪止植織梔咫泜氏芷脂胝值汁址吱肢執摭祇祉躑枝蜘直支擲知徵隻質紙趾只之指祗職芝旨卮殖	字恣漬孳自	仔訾紫滓籽淄錙緇貲梓咨茲子姿孳資孜輜滋諮齜玆髭吱	
舢	扇姍縿刪山煽跚杉衫羶珊潸芟	鱔扇膳禪擅疝訕繕汕贍煽善閃單陝	三參	傘散糝	
苧	鑄住箸杼助註駐柱蛀注佇祝	主軸築朱諸茱矚銖囑朮築屬燭煮渚竹竺拄藷侏硃誅蛛貯躅逐豬珠株		詛卒租祖俎足組阻族嗾	苣苦若苯苑苒苓英苔茉苗茆茄茅苛苜茂范苞苟茁
范	販氾汎犯範飯梵泛	繙礬番反藩蕃墦樊凡煩翻釩返幡繁帆	憾悍旱頜漢汗頷銲翰撼捍瀚焊	含函和韓榦汗涵蚶罕鼾喊寒酣	苣苧苦若苯苑苒苓英苔茉苗茆茄茅苛苜茂苞苟茁
茅	髦錨毛矛	懋泖貌貿帽茆瑁卯貓茂耄冒	眸繆牟謀	某	苣苧苦若苯苑苒苓英苔茉苗茆茄苛苜茂范苞苟茁
