一,二仄三左旦丁刁下上於兀士幹不天王且丘本甘石百
怒,弩帑努駑吳娛虞奴慇蜈恩忝又誤愍悠怪思急恕忠芯隻志您忘悶雙懲夜
思,囤腮慮曳田囫恩蔥心胃忠芯志拽洩勰鰓急怎畏忝恙恕恭息忍患忘忌男
怠,或感台憾撼怡苔笞哉名胎迨抬始治惹恕惑冶茗品國戈殆咆域吻啕喋貽
急,怎弭泥思怨忠芯忌志忍悶怒忝恙恣恕恭恩息恿患您忘惠感聞慝慰心恥
怎,乍戶肩扁房戾雇急笮昨柞炸咋妒作扈所窄扉成方乃殷砟祚
怨,鴛忌苑息恿急想憑己已夕怎忍悶惠多名危感厄憩懋宛紀桅栘侈脆惋杞
恍,洸胱晃光幌輝悄兀耀元恆性悵忱掬沅憐丕心岳完
恰,拾洽哈給蛤答閤磊愉儉恫撿檢臉鑰愴險瞼石合簽籥
恨,垠根退銀艮痕狠限眼旬很跟艱齦怛腿褪偃堰良
恢,怖疢灰痰惰詼燃憔憮撚然淡啖懊愀心尖煞爻瘠
恆,亙懦且需怔慎情儒濡嚅燸恫姐沮咀砠悟惰惴愉糯宜疽匐雷
恃,持峙時侍特待痔等詩寺忖奪封對寸狩將博傅搏溥傳膊撙樽磚耨褥遵怯
恬,括活聒蛞話舌颳甜舔刮舐闊怕愧古千恤性必管憩
恫,胴峒洞桐銅筒磊恰惆硼同石壹惘喊碉拾洽哈脰言答
恪,咯洛格烙胳略鉻珞絡賂路骼客詻貉酪駱閣咚處各
恤,洫血卹懊怕愧謐皿冊盆恬性慍必盪柵姍惚愀惘扁盅向奧
扁,盛篇偏遍褊肩編蝙乍戶匾怎盅監盈盃房戾孟益盍盂盔雇盟盥盪皿冊柵
拜,牲牯牡牛牧物牠牝生性姓牴特犄星看笙件惺腥犒犢犧湃牢產牟
挖,控搾穹倥崆迄屹吃腔硿搾潸紇訖邃乙疙麻痲按擰空究窟乞
按,銨晏安鞍擰擦技豐案控接氨挖搾捷拷湃手姦宴
拼,搆姘併耕胼迸鉼摒並井屏阱拱駢餅措描溝媾構遘
拭,軾弒試式抵膩代弋找貳拯拚抬控搓撼牴挨祗摭擴
持,特恃峙時侍待痔等詩搏撙寺奪拮封對耨寸狩將博傅溥傳膊撓樽磚褥遵
拮,桔持周吉結撓黠抬掛牡捂招浩造嘻扣圯擷告售
拽,洩抽曳摟由拂思柚迪岫油妯袖鈾掩揹冑胄宙笛
指,脂批詣牝旨能比昆毗枇沘妣仳庇屁揩叱化紕匕尼它
拱,撕洪哄烘供撲共異搴拼港撰恭基巽寒塞寨暴鬨
拷,烤銬考技捷按搾丈拉拄抹拒拈抖抉抆杖撲仗擠挖控擰攏豐
拯,丞蒸拭控搓抵揉揆換極擔扭捱扼扔永亟拾拴捍抗授沅涯搔嵯嗟仁撥擂
括,恬活聒蛞話舌颳甜刮舐插捶舔闊拍托扒古千拆扳折抓搗管
拾,恰洽哈撿給蛤答拴捨閤磊掄搭儉拓檢臉鑰拖搶險瞼石合簽籥
拴,佺栓銓荃痊拾詮捨掄撿全班斑拖玨王玲珍拎捻惶湟隍搶煌瑜遑潤擒推
挑,洮姚桃佻逃眺跳晁窕兆排北揹俳邶啡腓覜頫遣潰遺匱簣
掛,掛娃哇桂佳畦捱奎撓卦蛙鞋鮭褂堯閨拮圭封涯崖
政,正攻怔歪症征孜整玫敕收敢証敵數故畋致效敉放枚牧敝敖啟敘敔改敞
故,做啟敬敔古畋胡枚敢敉牧玫改敝敖教救敕收敞敦散敵數斂矢疾矣
斫,聽訢昕析近折沂圻祈所斬斯芹匠磊砟新硃碑掀斤
施,於旅族旎旋旌迤旗旖拖放方倣仿他淤菸瘀枋肪妨坊嗾鏃房芳簇
既,慨溉概僭潛簪暨即蠶唧節餵卿鯽畏廄昀蚜冰飩偎佞猥喂煨餒褥曠表長
春,泰奉奏秦舂蠢疸俸捧棒疤昌痕暮者揍湊榛樁昔杳暑替晶瘍臻輳
昭,韶炤迢招沼紹貂超詔召叨照初刀分暘解賴切忿券岔
映,怏泱秧英殃鞅央盎瑛帛鴦棉錦巾明晞綿然吊布匝
昧,沬妹味未魅早晏宋朱卓杲草暑守明株侏銖暄日曰昌茱晶寐
是,定提堤隄緹錠旦匙綻靛昊旱下題旺昌晨查疸量曬晅怛坦但袒暘
星,笙產牲性姓惺腥猩生甦醒甥鏟旌昇牛拜猜晴隆
昨,柞炸咋妒作乍戶笮砟祚蚱怎窄肩詐捩淚唳偏遍僱褊邀昇篇
昱,暗笠煜立拉泣垃位音妾菩倍接涪培粒焙意瘴陪漳僮樟撞憧潼億憶噫諳
昤,嶺領鴒令拎泠伶鈴翎苓侈多玲栘吟羚聆冷蛉鈐岑今
曷,暍葛揭渴愒喝遏褐碣竭羯謁歇噶易藹蠍昌昀是杲旦晶靄意象曰日
柿,鬧市樸柱枕枓巾校枋梓棹楨棉林核杭梳榜槁椒櫬帝吊布匝
染,孝朵閑夷九汍子哮李梨痍姨咦胰教旭仇柔架柒杲桀疚采梁床宋孚究呆
柱,注拄住樸主枓往蛀註駐柿枋校杜梓棹核林楨梳杭椒
柔,揉蹂鞣禾乃香委梨笨番策懋箱秉秋秈和私穌杲采床宋呆釆朵閑孕森矛
某,甘媒煤芋柑疳坩鉗謀於虛箝竽芣余宇嵌荼五甜蚶迂汙圩吁墟噓
柬,揀楝煉鍊闌練瀾攔欄爛蘭籣東諫斕棟柙畔梱魚棵番
架,袈賀駕呆加茄痂瘸迦咖伽力檗癖嘉奩叵男另保喳肋叻
枯,沽姑咕估鈷糊楛古苦居固牯胡枝杖蛄骷棺湖葫
柵,盂孟姍皿冊盅珊錳相跚猛檻扁盃益盍盔盟監楠蜢棚盎盛盜盥
柩,框久樞橙漱嗽撳崁嶔簌櫃炊坎吹欽掀疚茨灸嵌羨闕
柯,河坷呵何阿苛奇蚵軻椅訶可倚崎畸錡寄荷犄琦婀啊
柄,炳病陋丙杯枉桿榷內柯枰槓朽本仄林梗吶鈉桓極檬橄
柑,坩鉗棋甘疳媒煤某甜蚶樺橫虛酣謀嵌樸箝林楛槽模墟噓檬芣芋
枴,拐楫叨吩杏粉汾扮份刀召紛詔砌芬昭炤迢沼招楊初氛剪分
柚,釉迪油抽岫妯袖鈾樓由宙笛棣軸胄冑梗鼬束枕娉聘曳申婁
查,疸杳桿楊晝旦怛坦但袒桓渣稈喳暨香杷根糧昊旱旺靼
枸,拘佝鉤苟狗杓夠駒齣句雊包林杏枯炮胞泡抱咆杜袍樸札鉋木苞庖森煦
柏,粕棉迫泊拍怕伯鉑白珀帕穆柞材槐腺泉舶湟惶楷煌嗥遑錦櫛才葩篁
柞,昨炸咋妒作乍戶笮枋砟祚柏材蚱槐搾怎窄肩詐淚捩唳偏遍僱褊邀才篇
柳,泖鉚聊茆卯卿榴留溜遛瘤迎抑御仰劉貿籀唧啣腳孵餾昂節霤
枰,秤抨坪砰杯評平萍桿枉不柯柄槓朽本林梗壞桓棕極標槭橄芣否示
柙,胛押呷鉀甲匣狎棟棵釋梱曼閘賣樓楞東楝耦澤濁擇獨曙燭櫝鐸鐲申薯
柢,胝泜抵低牴砥祗底詆氐婚衹祇紙舐氏昏邸梔極
柝,拆坼訴斥析梔柏柞材槐淅晰下株板才林樸新柢杉彬蜥
柒,池也沁柴洵泌洩悚沐沌快迆忖弛她地他杲采梁床宋呆森林淋
歪,症怔整征証正政甭盃否焉不嫣丕止武肯芷企祉胚呸扯址遣
殃,映泱怏列歹殉歿秧死英殊殖鞅殆殘洌咧例央殤殮殯殲
殆,殘歹殮殉死列殯殲殃歿殊飴颱殤殖胎迨治抬怡始冶咧夙
段,殷股般投役殼毀殿穀殺骰設毅毆疫芟鍛緞沒擊
毒,每拇姆母素青莓侮海悔梅晦責霉誨憲面害菁倩清敏猜情偭湎晴甥毓睛
毗,枇沘批妣仳紕昆庇屁比能砌牝叱化皂尼它邶訛傾靴雌齜死此北指沱怩
氟,佛氣氧氤氖氬沸拂怫氯氨氮氦氳氛弗彿紼氫邱
泉,白腺皇皋帛皂泊線箔柏迫拍的怕伯鉑魄皈皎皓
洋,咩烊佯羋羊庠祥鮮洪徉群搓嵯嗟差詳磋氧羼漢蹉羞
洲,酬州淺治滲渡蚤洌泓浚強搔劃浪浦泳濂減棧滅溥樑濁褲錢庚箋
洪,港溢拱哄烘供共異暴洋潠恭基巽寒塞搴寨鬨鎰
流,梳琉硫毓疏堉唷熾幟織職舢澈海港漓識育涪涼沆滾濬注泣沾汴汶濟淑
津,沖聿筆建律油肆肄洩沸泱沈淵肇健腱鍵洋沐沁汨淦汕汝汁洮毽水
洌,咧例夙冽涮測瀏殃歹屍汀斃倒蜊歿殉死殆殘
洱,弭耳茸聶取泥恥耿氾陬聞餌攝懾囁鑷椰趣耶汁揖楫躡輒爺聱聲聳聾
洞,胴恫峒桐銅筒磊洽沮減湲硼同石壹喊碉拾恰哈脰泵言答
洗,銑先浩派洎況泊沃湩沉淫溴活洫沂汎湟沘壬浬泌法注衽淮沙汪沌妊汕
活,括恬聒蛞闊話舌颳沽甜刮舐湩舔泊沃湖涸古千
洽,拾恰哈給蛤答汽閤磊淪減渝儉洞澄撿檢臉鑰滄險瞼瀲石合簽籥
派,脈泊沃洗活洎洫沂汎狐汝湩浩泜添潘潟澳泖湃
洶,胸沌沁匈洵泌洩泡池屯凶肫汕鈍淘芻囤洧洸洩洎盹浹泥況泱泯汶沃渚
洛,咯恪烙格胳略鉻珞絡賂路骼客詻貉酪駱閣咚各
泵,磊石巖砂研砍拓矽砧砝砠砟硝硼碓司歌洽洞斫砷砰砸砲硫硃碌碰碘碉
洹,渲喧暄萱垣桓晅宣奭汪汗汙江汀渣百河酒沍源沅湯旦
洧,侑宥囿餚淆汰賄鮪有郁浹汍崤滯疽沮消沁沛決沐沖沃汨汶淦汝汕汁淹
洸,恍胱晃光幌輝消沙沅兀淌淡耀汕洮元洶洹洎河況沮泡汪沐沌汨沖沂涵
洩,拽油曳沖津由沸泱沈淵濾思柚迪抽岫妯沁袖鈾淹溧胄冑宙笛
洮,挑姚桃佻逃眺跳晁窕兆潰北俳邶排啡腓覜頫遣遺匱簣
洵,沁荀筍徇洩泌殉沌池絢詢旬洶泡汨恨怛湣柒耆
洎,咱鎳自臬洫湄澳癟邊首省眉算泊沈沃道媚楣湘目戛篡
洫,恤血洎卹澳泊沃皿冊盆盪派活沂汎溢溘溫濫洗柵姍湩浩添淪湄潘潟瀘
炫,絃弦鉉眩舷玄畜爍炕縴蓄熾嬤吆以幻玆樂焙禳鑠幼姒似燧亡奚茲幾藥
為,夷犬九癬畎姨咦胰痍吠你旭伏仇尤友丸突畚疚戾臭妳哭究莽偽袱鳩穌
炳,柄病陋丙內煩仄吶鈉燸炊納灶訥傭煙燃巫肉光丕火炎蒙
炬,拒鉅巨苣矩距局凹凸炤炸侷灶火炎渠烊烘烤炒炊灼協荔兕尖少
炯,迥尚棠掌當倘淌膛噹肖常堂營黨哨儅煖燃擋檔襠鏜鐺向熒嘗裳賞
炭,岸豈崖巖不碳祟宗奈崇示票祭禁三禦芣否平丕杯壞
炸,祚柞昨咋妒作乍戶笮砟煽編少炒蚱怎窄肩詐淚捩唳偏遍僱褊邀篇
炮,鮑胞泡抱咆袍鉋砲苞庖跑皰飽包匏雹劬刨灼巳
炤,紹昭迢沼招貂超韶詔召絕叨初刀券分解賴切忿岔照
爰,湲援媛煖暖鍰緩諼天助塚勗同且胴肝鋤昊胚肛脰
牲,性姓笙星產拜甦生牴物牡牝猩惺腥鏟牛牯牧牠甥旌
牯,牛枯沽姑咕牡估鈷湃牲拜牧牠牝古苦居固物蛄詁骷犄犒湖看葫
牴,抵柢胝泜砥祗低詆底氐婚衹牲祇舐紙氏昏牠牝牛
狩,獰守特猙博傳持恃待峙狷時侍猜猛猖猥傅猾溥搏獐膊撙磚樽褥遵獷狼
狠,猖狼痕恨垠根退狄銀猩很限狎狸狙狗狐猓狂眼犯艮
狡,姣咬校皎鉸絞蛟跤較鮫詨餃傚交郊狽狹效狄獐
玷,玟瓖斑玨琉璃王玥沾砧拈佔琥璋璟班珊珀玫站帖理玖瑰瑭點璨璿瓏占
珊,玥玨現琛王弄柵姍琿瑤璦班斑玷珀玟玫理玖琪頊瑣瑰瑾璞再皿冊盃盅
玻,坡波破披陂被鈹彼詖跛疲皴皺皮玨珞菠皰琳珀玟玫板玖瑰頗班斑簸
玲,伶泠拎羚聆蛉冷鈴齡苓零瑜玳珍琴玨玫令佺吟鈐班斑
珍,趁診疹玲瑜玳彬穆諺玫玨澎膨佺班斑拴珪栓琨銓璀珀玖瑰王
珀,瑰玨珠王柏迫玥泊拍怕伯鉑珞湟惶隍煌遑蝗班琍斑凰碧篁
玳,玲班玫代珍瑜斑玨琺王琴琳瑯瑚玥琅球玖瑰瑭璞琉佺璀弄
甚,戡勘斟湛堪諶佞農其辰甘芸儂濃噥膿振宸娠唇淇晨脤脣污棋期誇圬箕
甭,盃不否用傭歪爾芣示杯壞彌邇宗奈痞盡肖瀰璽祟票祭禁禦甩平丕滅碳
畏,偎喂煨猥餵衰簑褥辱表長娉佞耨聘胃思萇農圄畫甚辰田瓦牙互倀悵張
界,疥芥尬介囚串佛畋甽仲患泅胃思田弗袖釧伸圳川
畎,吠伏犬默獻狀猷獸突臭戾哭莽袱尤畚獎器淚捩唳溴嗅圃國因
畋,枚矢疾矣故玫牧敉敝敖啟敕改收敞敢散敬敵數囚
疫,芟股投段殷般殺役殼毀殿骰穀設毆毅疼瘋沒瘢
疤,爸笆芭邑巴肥杷把吧痕耙琶疸爬靶疝奢色浥春爻葩扈者梔
疥,界芥尬介疾串佛仲患爻癡疙痊奮疢病疝疚奄灰有布左疹希瘉奪瘡癒夾
疢,灰痰然恢煞瘠大燃炎爻熬火撚疝炙傑盔有左狄偽
疣,尤嵇就魷稽疝犬尢爻太蹴畚痠畎吠倏伏疤疢突疾餚臭戾套奄哭痍宏奢
癸,葵揆闋睽登久昊灸凳天飛澄嶝燈橙疚發炊坎吹欽瞪磴
皆,偕揩楷階諧崑混焜棍錕鹿陛琨比琵罷篁篦媲餛
皇,篁湟惶煌遑凰隍旺徨蝗韹白玨泉閏全皋帛皂王珀枉狂汪匡
皈,板返扳鈑叛阪舨販飯魄洛恪咯烙胳格咚略逢鉻客疼閣
盈,盤盎楹扁孟盔監盃盅盂益盍盛盜盟盥盪珊柵姍
盆,忿貧岔分鑑芬汾扮吩份錳鎰篇藍籃粉氛侖盞盡蓋瘟盧血紛初偏溢遍叨
盃,甭盔盡不盅盂否扁益盍孟盟監盪皿冊珊柵姍儘燼
盅,皿冊柵姍盃扁盂益盍盎孟盔盟監盛盜盥珊褊襤
省,眉算篡看苜冒眷纂渺緲盲劣督瞥自目相眇湄媚楣
盹,芻肫縐趨目沌鈍眇眠盯眼睨睢屯囤盼純飩睫睞睹睥睡瞋瞭睬瞄眺睏想
相,湘廂箱目苜冒枕柵楣櫬省眉看盲眷想算霜楨親睬懼渺棚睏督篡
眉,湄媚楣省冒算篡看苜纂盲眷自目相臬督瞥首洎咱
看,眷牛省眉苜冒盲算目相牡牝攫督瞥篡纂牯牲牧眸牠犒
盾,遁循目千自貫省相眉看苜冒肺芾沛仟算慣實箱
盼,棻寡眇睥目盹眠眼盯睫睞睹睨睢頒睡瞋瞭眸睦睜眶貝分
眇,渺緲目炒杪沙抄妙吵鈔瞠盼盹砂盯眼睥睨睢睡瞭省
矜,務矛吟鈐黔茅岑橘琴譎霧伶泠拎侈蛉捻唸冷稔鈴筏多
砂,吵硝磊石砟炒杪沙抄妙鈔砍研眇斫砧砰砝破砠矽硃硯碑碓歌碼磯磷泵
研,硎磊砰硬碩礪石砠妍砂砍斫矽砧砝砟硝碰碘碌碓歌磴泵
砌,切磊毗枇沘批妣仳礙叱比詣紕昆庇屁砟能碳硼砂硯此碑北枴拐吩石
砍,歌磴吹矽磊欲證歐石炊玖坎次欽碓砭砂研砧砝破砠砟畝欣硝款欺碌確
祆,祚祈祇祕祐社沃妖祗祀祖祝祁祥視夭笑祉祠神祺祿禎添奏
祉,扯址芷企趾啃武止禎肯祈祠祖神社祁歧禳歷祆祇祐祕祝祚祀祥祺祿福
祈,析昕近沂折圻聽斫所斬斯芹匠祆祚新斧祇訢掀斤
祇,祗紙衹底祆祚舐胝柢泜抵婚低祈牴砥氏昏氐祕祝社詆
禹,禺巾偶寓遇愚匝帥帛隅吊布耦邁癘庸市央盅胎帝怖帖帕簾席笛希帷佈
禺,愚偶寓遇隅耦邁癘藕萬禹甲巾厲匣匝胛柙押呷吊鉀布躉
科,枓料斜蝌穢禾秋秈秣和私抖魁稿秤租秘稍稚稞種斗香委番
秒,秋穢稍揪愀啾鍬禾程稻秘秈和私鞦鰍香委番移稈稀嵇稜稔稱稿稼稷穆
秋,秒稍禾秈和私揪愀啾鍬香委番科秤秣租秘稚稞鞦鰍傑
穿,芽呀蚜牙琊訝空邪雅窒窄窠鴉突穹簾究倥控崆腔
突,空穹究窄臭戾簾哭窒窗窠窈犬畎吠伏穿莽窘猷鈸獻
竿,旱干肝桿汗奸罕竽竺軒橄鼾筮岸訐捍悍焊桿稈敢刊銲瞰
竽,芋余宇於迂汙圩吁竿竺紆盂筮荼五訏途某箴戌後斥斤除徐
籽,李季米好仔粥料敉粒粗粕悸子孚字囝屘粳糖糠憐燐遴孝孛存孱
紂,絲縲約紆細練縛糸紀紉紗紋純紐納糾組紱紲絆絀絢絰維繡絃絨綵緯綑
紅,絲紆絰緬糾細組肛槓釭江扛繡紜縲糸紂紀約虹紗紋純紐納絀絆紼紳紲
紀,絲紉純細絀縲糸紂紆約糾紡紗紋紐納絆組紲絢維繡繩紹絕纜
紉,絲紹絕紀縲約紂紗細仞紛糸紆糾紡紋純紐納紙絆絀組紲紱絢絰維繡絃
紇,給綸繪迄屹吃縲絲納維糸絃絨結絹綏綵繃紀紐純細絀疙
約,絲純紲絢喲縲紂細糸紆紀紉糾紗紋紐納紙絆絀組紱灼絰維繡絃絨縐
紆,絲紂紅細組絰緬縲糸紀約紗紋純紐納糾絆絀紲絢維練繡紜綵縉綑
缸,缽肛槓釭江扛缶缺罈紅虹訌罐工築佐槓鴻汞攻功淘掏啕搖遙榣萄
美,姜羔恙義羲善羹對鎂羨奘艾苒爻窯糕膳尖羌漾樣儀繕曦犧鱔
羿,翌習翟翼翠翁蓊塌遢榻嗡煽摺翰褶濯擢櫂曜瀚
耄,尾老耋麾氅耗撬橇髦毛姥佬氈娓毯毬毽牝性看牢毫密牛丈屘
耐,而耍湍揣惴喘耑瑞端肘踹封射村尉忖吋付對辱
耍,而耐耑湍揣惴喘瑞端踹要需妻寰澴儒環還濡懦嚅燸
耑,湍揣惴喘而瑞端耍踹耐需顓巖儒濡懦嚅帚炭崙串糯
耶,椰爺邦耳耿恥取那聶郁郎耽祁邵邱郡都邢郵郾鄭鄴梆弔
胖,滕勝賸畔拌姅伴謄騰半炙絆拳倦捲圈胱蜷踡判卷券眷
胥,疋婿蛋楚旋漩踩礎蹈內跚蹊俘嚏胃肯肓育閒有膺走足肉丙朋佾吶傭進
胚,呸丕胱肝肛不脤胴且歪同杯朋豚壞脰膘爰冠芣否示
胃,胄冑渭喟膚田月思有疊囿朋畏肩脊青骨肓育男異閒崩受盧明困棚回因
胄,冑由胃宙笛婁迪柚油抽岫妯袖鈾曳申渭喟賈軸裡釉裸
背,揹冀肯隱穩惡驥貲恫惆將蜩胄胃冑青貴有匱盡螢簣蟲止工朋肛惘啃腓
胡,古湖葫瑚糊故蝴枯沽姑咕估鈷苦居固鴣辜鬍牯涓捐娟楛硼個涸錮舌箇
胛,柙押呷鉀甲匣狎胭髑曼閘賣腮獨澤濁擇燭曙觸鐲鐸申薯爵
胎,迨治抬怡始冶貽苔笞台殆腑跆飴颱怠或胳域銘哉名
胞,炮泡抱咆袍鉋砲苞庖跑鮑皰飽包雹匏劬刨肫胸巳
胤,盲牽襯目川亂兒褪相枕姐姍沈忱褸貝自中苜冒妻肓婁
胝,柢泜抵低牴祗砥底詆氐婚衹祇舐紙氏昏邸腔拭胳股腺脈肌舀些冗懸
致,緻至玫到臻姪屋室畋枚敖救敘攻孜敢渥握喔窒矣
舢,舟舫舨舶航舵舷船艋艘艙艦艇流梳琉硫幟疏毓丹
苧,佇莞萱貯蓿丁菅葬蓉汽苛釘行汀打叮氨荸蕙薨苦芰芾荷卅士盯軻仃
范,苑氾茫莎藻己已萍菠落蒞蒲範蕩藩扼呃蔆薄忌厄圈脆桅倦軛杞捲妃
茅,橘矛譎霧矜務茗多苑懋栘侈芝舞爹予移夥茂序騖蘇苓夢夕杼抒妤
苣,巨炬拒鉅茸矩荔距萇局凹凸苗芯昔艾渠蔚藍廿侷
苛,奇柯河坷呵何荷阿可蚵軻訶寄倚崎椅畸錡葬婀啊琦犄
苦,葫居楛古枯沽姑固咕估鈷芾芰罟菅胡牯湖卅蛄做瑚糊骷
茄,痂咖荔迦伽加另脅嘉叻男力肋若架勇艾劣協劫助勒勘幼勤
若,惹匿偌艾右祐諾慝茄暱莢哎薦吝吞君荻落荔送知朕佑
茂,戊苔減喊滅芝莆薦威鹹莽歲戌戍成槭戚牟蔗蔑
茉,末沫抹苯秣萊葉枯枝杖苦苗芯芾茸草芰昔芋艾葦廿
苒,冉溝搆媾遘構髯購再講美姜羔恙蓋薹玥坍稱苜苗芯芾昔艾善薔廿
苗,茵茴曲菌描錨萬曹廿瞄田芯昔艾童尊漕嘈遭槽
英,映泱怏秧瑛鞅央殃盎席滿鴦蓆瞞萬蕭巾蹣懣蒂
茁,屈出拙咄絀黜倔掘崛微祟窟逆朔岡苗苜芯芭昔莧艾蕨廿
苜,冒莧目相眉看省盲眷算督瞽賁瞥菜篡渺瞄懼瞿廂箱寬纂首貝自盹眇盯
苔,茗笞蔗台胎迨治抬怡始蓆怠或莽茂冶菩萵哉名殆貽跆
苑,茗范舞怨多栘侈宛爹移夥茅脆桅汐範麥鴛夢圈已己夕矽倦捲扼呃銘
苞,庖胞炮泡抱咆袍鉋砲苟雹包跑鮑皰飽匏劬刨芯
苓,伶泠拎鈴零羚玲蛉聆冷齡令蒼岑茶莓昤侈吟鈐
苟,苞芯枸拘佝鉤荀芍狗句菊蔔包夠雊駒齣葡葉蕊
苯,葦笨本茉圍缽偉違萊韋闈五幃緯韓葉杯枉桿苗芣芯昔芋吾艾薪廿伍
茆,柳泖鉚聊卯卿留瘤溜遛榴昂節籀貿劉霤迎抑御仰孵餾
虐,虛虎虔雪彗虜刁叼膚慮悵伺虞瘧慧盧侵浸掃婦
虹,蟲蚵蛭蚜蚶蛆蚯肛釭槓江扛蝠蟲虻紅蚊蚪蚌蛄蛀蚱蛙蛔蛐蠕蠣蚓
虻,蟲蚪蚊蛀蛟蟲蚌蚶蚱蚯蛆蛄蛙蛔蛐蟀蟑蠔虹蚜蚵蛭蛛蛞蛾螻蠅蚣螃蚓
虺,蟲蝨融蚤閩蠡蝕蟲蛋蜃蜇虻蚊蚪蚌蛀蚶蛄蛆蚱蚯蛙蛔蛐蚣強蚓兀螫蟹
衍,街銜術衙衛衝衡衢桁行御徘微徹徵很徊律徇徉往征彿彼徙徑徐得役徨
衫,杉彤彩形彫彭彪彰影彥裨褫箄陴修彬疹珍襖衽射
要,栗粟賈腰覆溧慄遷價袖耍亞褸堊惡婁串由妯啞韆
觔,角斛劻動肋觴觼勇脅劫助叻勸觸勉勃勒劬勛幼功勳湧男努另
計,詰詁詫誼訃訕訊訐許訂記討訌託訏訑訪訣訥訢註詠評詞詛詐訴訶詳誠
訂,訶訏訐訌評誣計訃討訕託訊訑記訝訣訥許訢註詠証詁詛詐訴詞詳詢詬
訃,註諒謎計訕訪詨謫諄誶讓該諳識譴訂記訐討訌訊託訏訑訥許訢訣詠評
貞,偵楨幀禎貝員鋇負頁目盼則財狽貫貨責敗貼貽賁貴賊賄貲損圓賤遺贊
負,貪貝費員鋇貞頁目盼則財狽責貫貨敗貼貽賁貴賊賄隕損圓賤贊
赴,走起越趙趟超趕趣趁趨陡徒僕卦躋躂趾進跤坑偯伉壕卞
赳,赴越走起趙趟超趕趣趁趨陡叫糾徒收垓狀戕妯垃卦妝壯址進跟堤壕壤
趴,跌趺跦踵足距跚跟踝蹼躋跺趾跋跑跛跤跼踫踞蹕跎跆踐踏踩蹂蹈踟蹤
軍,轟庫載輦葷暈連渾揮運暉陣琿範車輩軋輝蓮軌軒軏軟軸漣褲鏈囀
軌,轟軋軟車軒軏軻軸較軔軼輊輔輓輥輛軛軾輟輻輯輸輳輾輒
述,怵朮術麻摩迨嘛率戎穴麼磨糜魔弒遮嬤邃穹空棄充麾蘑
迦,咖伽茄痂加叻脅另肋力男劾助劫幼協架勇荔劣
迢,炤昭沼招超韶紹貂詔召叨初刀分造解賴切忿券岔
迪,柚油抽岫妯袖鈾由宙笛逮軸釉鼬胄冑娉聘曳申婁
迥,炯週過高運遙向尚膏迨渦媧堝鍋商啻萵胴啁朋迢胎造搞遣禍槁鎬迦撾
迭,佚秩跌軼失牧迫牛夫追逅返近牽亢牡扶鈇伕件遁造逶邂邀芙牢毫牟替
迫,遑柏泊拍怕伯鉑白珀帕粕舶腺泉湟棉惶煌嗥錦韹葩亢篁
迤,拖施他迆途迄也逾池弛她地夜訑牠進佝跑馳卒褒
迨,胎治抬怡始冶跆遮苔笞台殆貽飴颱怠或迢造域過遣銘哉名
郊,交效鄭姣咬校鉸郁狡郡部都皎郎郃耶郝郢邵邱祁邢邦那郭郾蛟絞鄗較
郎,榔廊瑯螂祁朗郁耶邱邦那邢鄘鄭鄴弔郊郃郡郝郢邵邸部郭都邪郵郾鄒
郁,鄘鄭郊郎耶邱郡祁邦都那邢鄗鄴弔郃邵邸郝郢部郭邪郵郾鄒鄙鄞鄱酈
郃,鄧邵邱郡部鄙頜鴿鄗郢邢搭塔褡啊瘩郊郎郁耶邸祁都郭邦那邪郵郾鄘
酋,奠猷猶酉共酒鈿酊洪拱哄配酌烘恭供酗異基酣酥曾醋醜醫
酊,酉配酌酗酣酥酴醜醣酩醋酪酵酷醇醒醮醺酸醉醃醞醴釀釅酬
重,動湩董腫鍾種懂慟踵衝裡千俚狸浬娌埋哩黑裡仟鋰範
閂,閏開門閃問閑間閒悶閉閔閎閘閨閩聞潤閭闌闆闐閥閤們捫
限,很弔陌恨垠退根銀陽隄狠阻阱陳眼阡艱艮痕阿陣陡陝陘陂防陴阪隅陲
陋,炳柄病阮隔陌丙阿除隋隄險限阻陘弔降院陞陀陪陸陰陶阬陷陽隆隍隘
陌,阿阮弔限阻陘佰陋隔奭陳阱阡陲弼百陣陡陝陂陴阪防隊隅貊除院陽隍
降,隆阪絳峰陵烽鋒蜂扳洛恪咯胳烙格咚逢略鉻返版板鈑
面,靦偭湎緬麵靨毒母正市止迪逮覃焉步亦歪柿政衷芷肯症武拇怔姆票每
革,勒靶靼鞍鞋鞘靴鞅鞠鞣鞦韃韁韉鞭緙霸韆鞏蕭羈壩
韋,葦圍偉違闈本幃韓吾掌捂唔緯諱圄悟梧晤拿豆苯笨韌韜
韭,懺籤殲纖讖三辰振宸娠唇阮脣脤晨禦二行巧蟲止工虹竺桁項兆蜃示北
音,意章竟立暗竭妾昔昱童瘴漳樟億憶噫臆黯笠站泣拉垃位煜障獐幛境璋
頁,煩頃頂頓頊頌碩頡頻頤顆顯項須貳預頑頒傾頗領寡頫頜頰頷頭頹穎噸
風,楓嵐瘋颯諷飄颱夙凰幾颳朵颶颺颼鳳虱肌冗亢
飛,灸久癸登疚發凳炊坎吹欽茨崁嵌羨嶔簌闕葵升砍柩畝欣軟玖欲次揆漱
食,養浪娘狼琅飧癢良餐倉饗餮傖饕伐饜蒼瘡艮偃滄搶愴嗆槍鎗
