汉字	同音同调	同音异调	近音同调	近音异调	同部首同笔画数
束	数庶树倏术戍恕述墅漱竖疏署曙	叔橾塾菽淑赎黍属书输熟殊数鼠𫉄枢梳暑孰蜀薯抒疏署蔬舒	塑肃粟诉素蓿簌宿速缩嗉溯夙	俗苏苏酥苏稣	杜李杞杏杉杗杆杖村材杓杠
李	礼澧醴浬理哩鲤逦锂里里蠡俚娌	俪哩历雳力栗立溧黎琍粒璃离利厉狸俐蛎漓蠡莉鬲栗喱丽犁砾砺唳痢牦貍篱莅疠坜戾历吏笠厘例钋荔骊𪲔梨罹隶郦励沥蜊	你拟妳旎	尼妮霓呢溺怩倪逆匿暱泥睨腻	杜束杞杏杉杗杆杖村材杓杠
杏	幸性兴幸悻姓	邢醒兴馨形行刑惺星省陉型腥猩硎	竟信靖烬芯劲静径缙进尽晋痉竞净噤仅禁尽镜觐浸敬衅近迳境	泾颈心粳馨芯精筋谨䜣巾茎新津莘尽觐斤经璟锦昕今欣惊景锌睛矜警更襟觔兢瑾晶旌京井金馑鲸紧仅禁荆菁浸憬薪辛寻阱	杜李束杞杉杗杆杖村材杓杠
材	裁才财才	蔡采彩睬彩采猜菜踩	柴侪豺	钗拆差	杜李束杞杏杉杗杆杖村杓杠
村	皴	忖寸吋存	冲冲疮囱窗春舂创匆葱充枞憧从聪	冲鹑怆崇闯虫虫淳创醇蠢宠撞唇纯淙床重唇抢幢从丛	杜李束杞杏杉杗杆杖材杓杠
杜	蠹度镀渡肚妒	髑渎堵椟读睹犊笃黩赌嘟肚都督毒牍独	兔吐菟	凸土荼涂酴图秃徒余突屠吐途	李束杞杏杉杗杆杖村材杓杠
杖	胀丈障账长仗幛涨帐瘴	长獐掌漳涨蟑樟彰章璋张	阵枕鸩脏葬朕赈震藏娠奘镇振	祯脏枕诊贞缜真怎针桢斟疹臻赃珍臧砧臜侦榛甄箴	杜李束杞杏杉杗杆村材杓杠
杞	起乞启岂稽绮	歧琪齐琦耆棋骑妻祺溪弃碛祁祇期器祈栖讫枝漆迄戚锜气其淇愒旗萋麒凄欺脐畦鳍崎圻汽奇岐衹柒企谿亟凄泣契憩戚砌七缉	几脊己挤几济戟给麂	洎棘玑羁暨疾忌肌祭集脊骑藉芰鸡矶乩剂积几记绩期机屐瘠楫迹嵇觊纪迹基计级极居妓冀畸戢姬畿其击寄辑寂犄蓟及饥嫉疠际几唧箕继急伋荠奇吉讥激季圾稷即髻霁汲技稽𪟝吃亟既悸跻籍系岌叽济鲫骥饥	杜李束杏杉杗杆杖村材杓杠
杉	扇縿姗鲨删裟山舢煞煽沙杀跚膻衫砂珊潸莎纱芟	鳝扇膳禅擅疝讪缮煞汕赡煽善傻霎闪单厦陕	三撒参	萨卅洒撒伞散飒糁	杜李束杞杏杗杆杖村材杓杠
杆	干竿疳坩甘柑尴干肝	橄淦干赣敢干感秆杆赶	戡看勘刊堪	侃坎看槛瞰勘砍崁	杜李束杞杏杉杗杖村材杓杠
杠	缸纲冈釭岗肛扛钢刚	港岗杠	糠跟慷康根	垦伉艮慷龈亘肯亢啃炕扛抗恳	杜李束杞杏杉杗杆杖村材杓
杓	镖镳勺彪芍膘标韶	表哨烧鳔少召表邵绍捎稍婊梢	熟	叟守寿受绶嗽飕嗾搜售馊搜缫搔嫂狩骚收手兽瘦授艘首薮扫擞	杜李束杞杏杉杗杆杖村材杠
杗	芒茫盲氓忙	蟒莽	们门扪	焖们懑闷	杜李束杞杏杉杆杖村材杓杠
步	怖簿钸埠不布布部	捕埔不补哺卜			
每	镁美	楣媚没莓瑁枚媒魅霉昧眉玫袂妹煤沬湄梅霉寐			
求	仇毬酋泅裘球梂囚	蚯丘邱龟秋秋鳅	谯樵瞧憔侨乔桥翘嚼	啾巧雀跷皎娇厩揪鹊鸠灸窍醮蕉峭九究旧浇饺俏撬舅跤轿狡诮鲛疚橇胶搅韭赳蛟久觉教鞘救悄姣骄窖玖纠就侥焦詨角愀壳交椒柩礁较臼勦敲咎酒郊脚缴铰锹校绞叫矫剿翘	冲沔没汞沐沛沘沙沆沅沃沂沁沍沌沉沈决汽汾汰汲汴汶汨汪
汞	矿巩共哄廾拱	共泓工宏蚣弘躬黉功弓釭虹鸿龚公攻哄洪宫红恭讧薨肱烘闳贡供轰	辊鲧捆倥孔恐捆混浑滚梱衮	倥昏琨浑焜魂崆锟昆婚空硿荤馄困珲髡混棍困坤控昆	冲沔没沐沛沘沙沆沅沃沂沁求沍沌沉沈决汽汾汰汲汴汶汨汪
沙	杀砂杉鲨莎裟纱煞	傻霎厦煞	撒	萨卅洒撒飒	冲沔没汞沐沛沘沆沅沃沂沁求沍沌沉沈决汽汾汰汲汴汶汨汪
沁	肾蜃渗甚揿脤慎	砷信秦申擒伸呻禽身噙侵琴绅参钦芹沈哂审甚勤亲沈莘寝嵚娠深婶神	竟靖彊烬罄降劲静胜缙径磬进绛圣盛酱丧乘尽庆賸尚晋痉竞亲净噤仅禁剩尽镜匠上觐浸呛敬将近迳强境	青赏桑彊筋情倾浆伤升嗓津觐疆斤呛氢璟锦清江矜腔僧擎蜻更胜觔汤鲭𫄶笙旌僵丧裳鲸仅觞荆上浸憬蒋绳阱将请声强鎗墙泾颈渑枪粳精羌谨省甥奖缰巾茎生升尽讲经牲森桨顷抢商今惊景睛姜锵蔷警殇襟升兢瑾晴檠樯晶京晌井金馑紧卿禁轻菁戕姜	冲沔没汞沐沛沘沙沆沅沃沂求沍沌沉沈决汽汾汰汲汴汶汨汪
沈	哂晨谌审尘沈宸陈娠忱臣婶辰沉	砷信渗趁申肾呻伸榇身疢沁瞋参绅慎称衬甚莘谶娠深蜃琛脤神	赏场长苌藏涔尝诚省城程承曾盛徜尝层嗓呈晌常岑乘肠裳澄丞惩偿橙上成嫦	场桑畅渑倡秤撑伤甥氅骋升生伥乘賸昌仓升娼瞠厂逞牲森伧商猖敞唱僧殇升胜汤笙圣盛参丧称裳尚鲳剩觞舱上沧绳苍怅声	冲沔没汞沐沛沘沙沆沅沃沂沁求沍沌沉决汽汾汰汲汴汶汨汪
沉	陈宸娠谌晨忱臣尘辰沈	谶榇称衬疢琛趁瞋	场长苌藏涔尝诚城程承曾盛徜尝层呈常岑乘肠裳澄丞惩偿橙成嫦	场畅猖倡敞唱秤撑氅骋参称伥昌鲳仓娼舱瞠沧逞苍厂怅伧	冲沔没汞沐沛沘沙沆沅沃沂沁求沍沌沈决汽汾汰汲汴汶汨汪
沅	缘媛源员原辕园圆援𫘪猿湲元爰袁垣	宛院苑媛愿渊愿冤鸳鸢怨远	玩丸完汍顽	惋弯湾莞碗蜿腕挽万宛玩挽晚皖绾豌剜娩婉	冲沔没汞沐沛沘沙沆沃沂沁求沍沌沉沈决汽汾汰汲汴汶汨汪
沛	珮辔配佩	坏裴呸陪培胚赔			冲沔没汞沐沘沙沆沅沃沂沁求沍沌沉沈决汽汾汰汲汴汶汨汪
汪	尢	往望魍旺妄亡惘王网枉罔辋忘	瘟温晕氲塭	员玟刎耘文闻孕吻熨陨愠芸云韵雯运纹紊蚊筠昀晕酝抆蕴汶纭允匀问云稳免	冲沔没汞沐沛沘沙沆沅沃沂沁求沍沌沉沈决汽汾汰汲汴汶汨
决	𫛞掘鳜抉獗谲蹶劂脚倔玨角攫爵孓崛觼觉蕨诀厥绝嚼噱	倔蹶嗟	瘸穴学	穴雪薛靴确雀阙恪怯削却缺阕鹊壳榷血噱	冲沔没汞沐沛沘沙沆沅沃沂沁求沍沌沉沈汽汾汰汲汴汶汨汪
沐	穆募牧木慕幕睦目苜墓暮	母模牡亩拇姆姥			冲沔没汞沛沘沙沆沅沃沂沁求沍沌沉沈决汽汾汰汲汴汶汨汪
汰	泰态太	苔台苔抬台跆胎台台	迨黛大贷怠逮岱待玳带殆代戴袋	逮待歹呆	冲沔没汞沐沛沘沙沆沅沃沂沁求沍沌沉沈决汽汾汲汴汶汨汪
沌	钝炖囤吨顿盾遁盹	蹲趸墩敦惇盹	褪胴洞栋冻动痛恫恸	铜桐僮东豚冬冬潼屯筒臀统懂饨瞳同囤峒董桶彤恫吞通童咚	冲沔没汞沐沛沘沙沆沅沃沂沁求沍沉沈决汽汾汰汲汴汶汨汪
汨	觅秘秘幂密糸蜜谧泌	靡谜敉弥弥弭麋瞇米咪糜迷			冲沔没汞沐沛沘沙沆沅沃沂沁求沍沌沉沈决汽汾汰汲汴汶汪
冲	冲充憧舂	冲宠崇虫虫重	葱皴匆枞村囱从春聪	鹑吋忖淳寸醇蠢唇纯淙唇从存丛	沔没汞沐沛沘沙沆沅沃沂沁求沍沌沉沈决汽汾汰汲汴汶汨汪
没	默秣漠媒陌膜眉磨末寞脉貊墨煤殁蓦梅霉莫楣莓枚霉玫茉湄沫	摩每么媚谟瑁膜美魅昧磨摹模抹摸糢袂蘑妹镁沬魔寐			冲沔汞沐沛沘沙沆沅沃沂沁求沍沌沉沈决汽汾汰汲汴汶汨汪
汽	愒器企讫迄亟泣契憩妻砌缉碛气弃	歧其淇旗琪齐萋琦耆麒棋凄骑妻祺欺脐溪岂绮畦鳍祁崎杞圻乞奇岐启期柒祇衹祈栖谿稽枝漆戚凄起戚七锜	洎暨寄忌祭蓟骑芰际剂继荠记季稷髻霁技纪觊既悸计跻系济妓鲫骥冀	棘玑羁疾肌集脊己藉鸡矶乩积几绩期屐机楫瘠嵇迹迹基级极居戢畸姬畿其击辑寂给犄饥及嫉疠几唧箕麂挤急伋奇吉讥激圾即汲𪟝稽吃亟跻籍岌叽济戟饥	冲沔没汞沐沛沘沙沆沅沃沂沁求沍沌沉沈决汾汰汲汴汶汨汪
沃	卧斡龌渥握	窝我莴倭涡			冲沔没汞沐沛沘沙沆沅沂沁求沍沌沉沈决汽汾汰汲汴汶汨汪
汲	棘戢疾击辑寂集脊及嫉藉唧急伋吉圾即楫瘠吃亟级极籍岌	洎玑羁暨忌肌祭脊己骑芰鸡矶乩剂积几记绩期屐机嵇迹觊纪迹基计妓居冀畸姬畿其寄给犄蓟饥疠际几唧箕麂继挤荠奇讥激季稷髻霁技𪟝稽既悸跻系叽济鲫戟骥饥	歧其淇旗琪齐席琦耆麒棋骑惜习祺脐畦鳍祁崎圻奇岐祇衹期媳祈枝息锡席熄锜袭褶檄昔	携烯嬉膝妻玺洗溪岂绮细碛弃析乞系启器栖讫漆戚迄蟋羲起夕蹊歙气曦淅熹悉愒禧系犀萋汐翕行蜥凄戏稀隙希吸欺徙畦晰兮鳃杞熙汽柒厘矽企喜𫍻谿稽牺亟唏嘻凄晞潟泣西契系憩奚戚砌七缉僖	冲沔没汞沐沛沘沙沆沅沃沂沁求沍沌沉沈决汽汾汰汴汶汨汪
汾	坟焚	棻氛吩纷分忿愤芬份粪奋粉	吭妨恒航痕肪逢冯行缝杭桁防坊房衡横	疯峰倣丰讽舫仿很丰凤纺行沆枫锋烽访芳坊风亨俸横哼放恨奉狠方缝蜂枋彷封	冲沔没汞沐沛沘沙沆沅沃沂沁求沍沌沉沈决汽汰汲汴汶汨汪
汴	遍釆辩辫辨卞弁变便	褊鞭扁砭边蝙编贬匾			冲沔没汞沐沛沘沙沆沅沃沂沁求沍沌沉沈决汽汾汰汲汶汨汪
沆	行	行吭桁杭航	放分恨忿愤份粪奋	氛妨倣舫吩分仿很芬坟纺访坊芳房棻痕汾肪狠焚方防纷枋彷粉	冲沔没汞沐沛沘沙沅沃沂沁求沍沌沉沈决汽汾汰汲汴汶汨汪
汶	文闻问紊抆免	文闻瘟雯吻纹玟蚊温稳塭刎	韵望员运旺瓮妄晕酝蕴佣王孕熨用愠忘	拥往踊佣雍翁魍蓊涌勇嗡耘亡惘蛹甬王臃网陨罔咏涌尢芸云鄘泳永慵筠昀晕庸氲纭汪允匀邕俑枉辋云壅恿	冲沔没汞沐沛沘沙沆沅沃沂沁求沍沌沉沈决汽汾汰汲汴汨汪
沍	瓠互户沪楛护扈	壶胡鹄蝴胡琥湖葫囫弧虎许斛瑚惚唬乎戏呼糊忽狐	富腹馥覆赙附副傅复付复赴妇咐父阜赋负驸讣	氟缚匐肤𫓧俯府腑夫腐𫖯蝠绋扶甫幅芾孚弗辐绂福袱浮伏符菔釜敷拂涪抚怫斧孵莆趺辅佛服父麸脯芙伕俘	冲沔没汞沐沛沘沙沆沅沃沂沁求沌沉沈决汽汾汰汲汴汶汨汪
沔	湎勉腼冕娩缅偭免	棉面绵面眠			冲没汞沐沛沘沙沆沅沃沂沁求沍沌沉沈决汽汾汰汲汴汶汨汪
沘	笔鄙陂疲脾匕皮妣埤彼陴枇铍比罢琵纰毗啤鼙裨	劈必璧仳哔坏逼毙俾陛贲批辟鄙跸篦媲匹埤秘铍被比屁纰币疋弊披譬铋敝薜痺否箄僻避襞臂庇癖毕愎碧泌蔽丕霹痞诐辟闭弼婢壁睥裨鼻			冲沔没汞沐沛沙沆沅沃沂沁求沍沌沉沈决汽汾汰汲汴汶汨汪
沂	咦姨饴疑怡贻谊𫍙迤蛇栘移彝夷遗圯胰仪宜一痍颐	漪蚁艺屹肄轶刈谊呓迤缢以逸佾已溢劓医疫噫乙懿镒毅揖义迆邑亿液役佚易羿倚尾弋裔蜴椅壹驿弈旖译帟翌异益偯臆亦艾腋曳咿议诣意伊绎忆掖浥翳矣奕一翼抑衣依			冲沔没汞沐沛沘沙沆沅沃沁求沍沌沉沈决汽汾汰汲汴汶汨汪
灶	皂噪噪造躁燥	澡遭藻凿早蚤糟枣	胄棹肇罩骤炤绉奏诏胄纣晁召揍宙昼赵照兆咒籀皱櫂	鄹帚轴妯周昭粥著肘找周钊朝沼邹爪晁陬召舟招走嘲啁州洲	灸灼灾
灼	镯著擢酌浊卓拙濯斫琢啄茁	棹涿捉桌	昨作砟	作座左凿做祚柞坐佐	灶灸灾
灾	栽哉	仔在再宰载	摘斋齐	寨责翟债祭窄宅	灶灸灼
灸	九韭赳久酒纠玖	究旧啾臼救舅咎疚纠就厩揪鸠柩	朽巧雀悄姣皎侥愀角鹊较勦饺狡脚晓筿缴小铰搅绞宿剿矫	毬溴嚣袖跷修哮消娇邱箫肖窍醮蕉峭囚羞秋逍浇俏秀撬跤轿球诮鲛硝销橇胶修仇瞧宿傚蛟嗅萧觉宵桥教蚯枭樵鞘憔酵姣裘骄窖削效笑焦詨龟霄骁泅壳交椒嘐求乔孝咻岫梂丘礁啸较敲锈郊谯酋锹校叫侨臭潇秋休鳅绣学翘嚼	灶灼灾
牢	劳唠痨	佬烙劳酪老络姥捞	楼铙喽娄挠蝼呶桡髅	篓耨瘘瑙镂搂露漏恼闹脑陋	牡牠
牡	母亩拇姆姥	牧慕沐幕目墓暮模穆木募睦苜			牠牢
牠	他她它塌	遝塔漯榻蹋踏獭遢塌跶挞	瘩答搭褡跶	瘩答大打达鞑靼怛	牡牢
狄	镝荻迪的犒嘀翟涤笛芽敌嫡	滴低缔底帝的地蒂第氐牴娣砥递谛弟柢棣邸抵诋	题堤蹄啼隄缇提	悌屉体剃嚏剔涕梯踢替锑逖惕	狂
狂	诳	圹劻匡矿况筐框旷眶		犷辊鲧琨焜滚锟昆梱衮困捆髡逛捆广棍困洸胱坤光昆	狄
玖	九韭赳灸久酒纠	究旧啾臼救舅咎疚纠就厩揪鸠柩	朽巧雀悄姣皎侥愀角鹊较勦饺狡脚晓筿缴小铰搅绞宿剿矫	毬溴嚣袖跷修哮消娇邱箫肖窍醮蕉峭囚羞秋逍浇俏秀撬跤轿球诮鲛硝销橇胶修仇瞧宿傚蛟嗅萧觉宵桥教蚯枭樵鞘憔酵姣裘骄窖削效笑焦詨龟霄骁泅壳交椒嘐求乔孝咻岫梂丘礁啸较敲锈郊谯酋锹校叫侨臭潇秋休鳅绣学翘嚼	
甬	拥泳踊永涌勇蛹臃俑咏涌壅恿	拥鄘佣臃邕雍慵用庸壅佣	允吻蓊陨稳刎	员翁玟耘嗡文闻孕瘟熨温愠芸塭云韵雯运纹筠紊蚊瓮昀晕酝抆蕴氲汶纭匀问云免	甫
甫	𫖯斧莆辅父脯俯釜府抚腑腐	氟缚匐馥覆附肤𫓧复夫蝠绋扶芾幅绂袱赙傅付拂涪赴佛服赋芙俘讣富阜孚弗辐福浮腹伏符菔副复敷怫妇孵趺咐父麸负伕驸	唬琥许虎	瓠壶胡蝴鹄斛惚戏呼户沪沍楛护狐互胡湖囫葫扈弧瑚乎忽糊	甬
男	南楠喃难	赧囝难	斓蓝阑栏褴篮拦籣澜岚兰婪	揽榄烂懒滥览缆	甸
甸	电钿奠淀殿垫店靛玷佃惦	滇巅颠点碘典癫		甜畋腼填腆舔添忝恬天田阗	男
皂	噪噪灶造躁燥	澡遭藻凿早蚤糟枣	胄棹肇罩骤炤绉奏诏胄纣晁召揍宙昼赵照兆咒籀皱櫂	鄹帚轴妯周昭粥著肘找周钊朝沼邹爪晁陬召舟招走嘲啁州洲	
盯	叮酊仃丁钉	定酊鼎顶锭订钉	听厅汀	廷霆婷听蜓挺梃停亭艇庭	
矣	尾椅以蚁已乙旖偯迤迆倚	漪艺屹肄轶刈谊呓迤移缢逸彝溢佾夷沂宜劓医疫颐噫疑懿镒毅揖义𫍙蛇邑亿液佚役仪易羿裔姨咦弋蜴壹驿饴弈译帟翌异益栘臆遗亦艾腋曳咿议诣意伊绎怡贻忆掖浥翳圯胰奕一翼抑衣痍依			
私	撕司厮丝斯鸶思嘶	赐祀泗肆兕食饲巳嗣伺耜似寺驷姒俟思死四	狮师湿虱诗尸失尸虱施湿嘘	拭豕恃轼是匙氏拾使视豉仕噬蚀誓筮室提嗜什逝屎舐式适柿饰奭士硕螫十弑市示试始埘石食实时势侍世史识矢射事驶释	秃秀
秀	溴袖宿嗅臭锈绣岫	修宿朽休修咻羞	教救酵窖就效厩笑肖孝柩醮究啸较旧臼舅咎轿疚校叫傚觉	嚣啾皎哮消娇揪箫鸠灸蕉九逍浇饺跤狡筿鲛硝销胶搅韭赳蛟久萧宵教枭姣骄玖纠削侥焦詨霄骁角椒交嘐礁较勦酒郊脚晓缴小铰绞潇矫剿学嚼	秃私
秃		凸土荼兔涂酴图菟徒余突屠吐途	嘟都督	髑杜渎蠹椟堵读睹犊笃黩赌度镀渡肚妒牍毒独	秀私
究	厩旧救臼舅咎柩就疚	九揪韭啾赳鸠灸久酒纠玖	教溴袖鞘跷酵窖效笑肖壳窍孝岫醮峭啸较俏秀撬锈轿诮校宿叫傚嗅臭觉绣翘	毬嚣朽巧雀跷修哮皎消娇邱鹊箫蕉囚羞秋逍浇饺撬跤球狡筿鲛硝销橇胶修仇搅瞧宿蛟萧宵桥教蚯枭樵憔悄姣裘骄侥削焦詨龟霄骁角愀泅交椒嘐求乔咻梂丘礁较勦敲晓郊脚缴谯铰小酋锹绞侨潇矫剿秋休鳅学翘嚼	
系	翕潟戏夕隙系系矽汐歙细	携烯嬉席膝惜玺洗溪析媳栖息蟋羲锡蹊昔褶曦淅悉熹禧犀行蜥稀希吸习徙晰畦兮鳃熙厘喜谿𫍻牺唏晞嘻西席奚熄袭僖檄	洎暨寄忌祭蓟骑芰际剂继荠记季稷髻霁技纪觊既悸计跻系济妓鲫骥冀	棘玑羁疾肌集脊己藉鸡矶乩积几绩期屐机楫瘠嵇迹迹基级极居戢畸姬畿其击辑寂给犄饥及嫉疠几唧箕麂挤急伋奇吉讥激圾即汲𪟝稽吃亟跻籍岌叽济戟饥	
罕	喊	憾悍旱颌含函韩汉和干汗颔涵銲翰撼蚶捍鼾瀚寒酣焊	反返	泛繙犯范泛梵矾番贩藩泛蕃樊墦凡饭烦翻范钒繁幡帆	
肖	效笑啸校傚酵孝	枭逍嚣哮消筿晓削硝销小霄骁箫嘐潇萧宵学	教溴袖救窖就厩岫柩醮究较旧秀臼舅咎锈轿疚校宿叫嗅臭觉绣	啾朽修皎娇揪鸠灸羞蕉九浇饺跤狡鲛修胶搅韭宿赳蛟久教姣骄玖纠侥焦詨角椒交咻礁较勦酒郊脚缴铰绞剿矫休嚼	育肓肘肚肛肝
肓	荒慌	韹湟隍磺谎蝗皇徨凰篁晃恍幌洸簧璜黄煌遑惶	荤昏婚	馄辊珲混浑魂	育肖肘肚肛肝
肝	干竿疳坩甘柑尴杆干	橄淦干赣敢干感秆杆赶	戡看勘刊堪	侃坎看槛瞰勘砍崁	育肓肖肘肚肛
肘	帚	胄轴周妯绉胄纣粥舟宙昼咒啁籀皱周州洲	澡走藻沼早蚤找爪枣	皂鄹遭昭肇骤炤造著赵照灶凿燥钊棹朝噪罩邹糟奏诏陬晁召揍噪招兆嘲啁躁櫂	育肓肖肚肛肝
肛	缸纲冈釭岗扛杠钢刚	港岗杠	糠跟慷康根	垦伉艮慷龈亘肯亢啃炕扛抗恳	育肓肖肘肚肝
肚	杜蠹赌堵度镀睹渡笃妒	髑杜渎蠹堵椟睹读笃犊黩赌度镀嘟渡都督妒毒牍独	土兔吐菟	凸土荼兔涂酴图菟秃徒余突屠吐途	育肓肖肘肛肝
育	裕瘉滪御域吁妪驭喻狱玉欲誉禺熨峪昱燠愈寓愈谕御谷郁预语遇与煜欲芋聿尉俞堉郁豫浴毓	妤娱瘀宇逾褕竽蝓雨雩渝觎迂渔于语纡与噢龉余余俞欤羽虞盂隅榆敔愚鱼圉禺禹屿舆愉圄淤腴臾谀庾圩瑜予萸于	戊晤恶寤骛物勿悟坞雾兀误务钨𫐄垩	武污鹉巫侮吾亡诬无吴午五乌毋伍恶呜鼯妩于唔怃屋舞圬钨捂污梧芜蜈	肓肖肘肚肛肝
良	梁粱粮量凉梁	谅晾俩魉两量凉辆亮	痳霖麟鳞娘您林娘邻燐淋磷辚遴临琳璘	吝懔躏酿蔺凛赁	
芒	茫盲杗氓忙	蟒莽	们门扪	焖们懑闷	芍芋
芋	裕瘉滪御域吁妪驭喻狱玉欲誉禺熨峪昱燠愈寓愈谕御谷郁预语遇与煜欲育聿尉俞堉郁豫浴毓	妤娱瘀宇逾褕竽蝓雨雩渝觎迂渔于语纡与噢龉余余俞欤羽虞盂隅榆敔愚鱼圉禺禹屿舆愉圄淤腴臾谀庾圩瑜予萸于	戊晤恶寤骛物勿悟坞雾兀误务钨𫐄垩	武污鹉巫侮吾亡诬无吴午五乌毋伍恶呜鼯妩于唔怃屋舞圬钨捂污梧芜蜈	芒芍
芍	勺杓韶	召邵绍捎哨烧少稍梢	熟	叟守寿受绶嗽飕嗾搜售馊搜缫搔嫂狩骚收手兽瘦授艘首薮扫擞	芒芋
见	件槛剑健僭舰渐毽谏溅践监箭间闲荐腱建键饯鉴鉴涧贱荐	笺缣兼奸鞯渐歼奸囝艰柬检简溅减笕监间肩尖湔剪碱睑茧坚菅缄捡拣俭煎	现欠僩霰岘腺馅羡堑纤宪献歉倩限蚬苋陷县线	干签纤涎黔铣舷衔暹啣千钤籼嵌祆鲜仟咸纤仙骞虔谦牵搴贤钱前遣显嫌愆铅千箝迁签谴咸钳癣娴险阡姗闲闲弦弦蚬潜浅掀先藓	
角	獗蹶劂姣皎侥孓诀掘𫛞抉鳜决谲较饺勦狡脚缴倔铰玨搅崛爵攫绞觼矫剿觉蕨绝厥噱嚼	教蹶姣骄窖娇焦詨椒交醮蕉礁较浇跤嗟轿郊鲛倔胶校蛟叫觉嚼	穴九朽巧雀悄酒筿晓玖纠瘸小愀韭鹊宿赳灸久学	嚣袖哮揪箫鸠囚穴究靴逍旧舅撬诮疚硝缺修橇瞧傚嗅萧桥樵憔酵裘就笑霄龟求乔孝咻柩丘咎酋校锹侨休学绣毬溴啾雀跷修消厩邱肖鹊窍峭羞雪秋俏秀恪阙球销仇阕宿宵噱蚯薛枭确鞘救纠削效骁泅壳嘐血岫梂啸臼敲怯锈却谯臭榷潇秋鳅翘	
言	炎延研阎妍癌簷沿簷盐颜筵岩严岩	艳堰焰俨谚烟雁验衍魇掩湮腌赝郾咽艳殷砚晏偃研兖眼咽奄彦烟胭沿燕鼹腌餍酽厌淹燄焉演嫣宴唁			
谷	瘉鹄滪域驭狱贾谷昱峪燠毂股预蛊语牯与煜欲瞽芋育俞钴堉豫郁骨毓裕凸御妪吁喻欲玉罟誉鼓禺熨愈寓愈谕御郁滑遇聿尉古诂浴	妤娱瘀宇雇逾呱褕竽蝓雨告雩渝觎沽迂渔于语纡与蛄噢龉余锢余俞钴欤固骨羽家虞菰鸪盂隅榆敔愚鱼圉禺禹顾估屿雇舆故愉圄孤淤腴臾谀庾咕圩辜瑜予姑萸于	苦戊晤恶寤骛物勿悟坞雾兀误务钨𫐄楛垩	武污窟鹉酷巫哭侮吾亡诬无枯吴午骷五乌毋伍恶呜鼯妩于唔怃屋舞圬钨捂库污梧裤芜蜈	
豆	读斗窦痘脰逗	陡枓斗蚪都抖兜	悼到导套透倒蹈稻盗道	刀涛萄岛焘韬桃偷头梼淘捣祷洮滔逃啕讨绦导叨陶掏倒饕投	
豕	始使矢屎驶史	拭恃轼是匙湿狮氏拾虱使视失虱豉嘘仕噬蚀誓筮施室提嗜尸什逝舐式适尸柿饰奭士诗硕螫十弑市示试埘石食实时势侍世师湿识射事释	死	赐泗肆厮鸶饲巳伺嗣撕似耜丝思四祀司兕私食寺斯驷俟姒嘶	
贝	钡倍背焙辈狈备臂邶惫悖被孛蓓	杯杯北揹卑背俾碑悲裨			
赤	炽翅斥啻饬敕叱	褫尺耻蚩痴呎踟侈匙痴吃栘齿弛持驰嗤池魑迟墀笞吃	赐伺次厕刺	辞疵此祠雌茨瓷词慈磁差	
走		揍鄹骤邹啁奏陬	澡帚藻沼肘早蚤找爪枣	皂胄遭轴妯周昭肇炤绉造粥著宙赵照灶凿周燥钊棹朝噪罩糟诏胄纣晁召舟昼噪招兆咒嘲啁籀皱躁櫂州洲	
足	炬苣卒飓惧具巨踞瞿巨嗾倨剧遽屦距俱聚据句锯拒族	桔疽俱狙掬局龃诅咀莒举俎组蛆橘跼车驹租祖拘局菊沮锯居鞠阻矩	叙轴筑絮蓄术筑烛勗续序去娶畜恤竹洫竺婿酗趣恤漆顼绪躅逐旭	注朱茱璩许铢嘱须煦属渠煮嘘铸渚住墟助娶劬蛀伫𫉄拄瞿蛆诛朱须屈龋蛛訏蛐躯猪虚祝珠主杼苎柱取诸瞩圈徐砠曲需区咻驱岖趋胥曲吁侏戌箸贮驻注衢栩株	
身	砷信捐镌申莘娟伸呻深圈娠涓鹃绅参	倦哂卷隽审卷渗甚沈眷肾圈绢蜃沁婶狷脤慎神沈	桑僧谖殇升胜喧圈汤伤笙甥升丧生煖暄轩晅宣升觞萱埙牲森声商	铉赏蜷渑甽漩炫绚渲胜诠铨选佺踡省全璿泉旋圣盛玄丧拳嗓晌悬卷还犬裳乘賸尚权剩上眩绳劝畎荃券痊县	
车	驹俱狙拘疽锯沮居蛆	苣炬飓具桔巨扯巨倨剧遽屦距俱局掬聚掣据龃坼撤咀莒举惧澈踞瞿辙橘跼彻局句菊锯沮足鞠拒矩	趋岖墟胥瞿吁戌蛆屈须訏圈须砠曲需区蛐躯虚驱嘘	叙絮蓄取璩许策徐测厕煦侧曲渠勗咻续序去畜恤娶洫劬酗婿趣曲瞿恤漆龋恻顼绪册衢栩旭	
辛	欣薪锌心新馨芯䜣莘昕	信寻衅芯	泾粳馨精筋浆镶厢缰巾茎兴津惺乡疆斤星经香今惊江睛矜襄姜更襟觔兢晶旌僵京金湘鲸禁荆菁浸瓖姜腥猩将箱相	邢竟颈靖彊祥烬降静刑缙谨橡巷省陉进奖酱醒饷兴响幸竞噤尽形匠觐幸乡讲象璟桨锦近想项硎迳境景详劲警行翔径瑾享型绛性尽井馑晋像痉紧净向仅禁镜庠蒋憬浸杏敬阱悻姓飨将相向强	
