#汉字	同音同调	同音异调
一	壹	漪
桑	丧	嗓
栽	灾	仔宰在再载
柴	豺	差拆
桐	彤同铜童瞳	统筒桶痛通
格	阁合革隔葛蛤	搁戈割胳各哥鸽疙个歌
桃	萄逃淘陶涛	套掏讨滔
株	朱蛛猪珠诸	助贮煮住注主柱筑术祝属铸轴拄竹烛蛀嘱驻逐
桅	为薇维围违唯危微巍	委卫位喂胃未味威偎慰谓苇畏伪尉遗萎纬蔚伟尾魏
栓	拴	涮
殊	疏梳枢输书蔬舒抒	术鼠曙束署暑属庶恕漱熟树黍叔薯述蜀赎淑数竖墅
殉	逊讯训驯迅汛	巡寻旬勋询循
殷	淹咽因奄烟茵音姻燕厌阴	引炎银艳焰延雁癌砚印听淫衍盐言掩谚吟隐饮颜蚓沿验堰眼唁瘾演宴阎研严
气	泣器迄弃砌汽契企妻	戚稽畦漆脐七只鳍奇凄祈骑枝旗启栖欺起歧柒乞棋齐其溪崎岂期
氧	痒养仰	阳羊鸯杨样扬秧殃央洋漾
氨	安鞍庵	按案暗岸俺
泰	态汰太	台抬胎苔
浪		琅朗廊狼郎榔
涕	惕屉剃替	剔梯提体啼蹄堤题踢
消	嚣哮削宵硝箫销萧	孝晓肖校小笑酵效学啸
浦	圃普谱	菩瀑仆扑葡朴铺暴蒲脯
浸	津金进尽斤劲仅巾禁今近筋晋襟	紧锦谨
海		骇咳害孩还亥
浙	这宅蔗	遮摘折哲着者辙
涉	社赦射舍叶拾摄设	甚舌什奢蛇赊
浮	俘	孵傅
浴	域裕玉愈尉育誉寓欲芋御狱郁与豫预遇语吁谷喻	逾予雨屿迂于愉渔榆鱼娱舆隅愚羽淤宇
浩	镐号耗好	鹤壕毫嚎蒿豪
烘	轰哄	虹宏汞鸿洪红
烤	考拷	铐靠
烙	劳洛落酪络骆	箩萝锣骡牢裸姥老螺罗捞唠逻
烈	列劣猎裂	咧
乌	于巫诬屋呜污恶	无务伍雾午吴舞勿梧五武芜悟亡蜈晤误物坞捂侮鹉
爹		碟谍跌蝶叠
狼	琅郎榔廊	浪朗
狭	匣洽挟暇峡侠霞斜辖	虾厦瞎下吓夏
狈	臂背贝被辈焙惫备倍	卑悲杯北碑
狸	离犁厘黎篱漓梨丽璃	李理隶沥礼励历莉吏立砾雳痢粒厉哩力荔例俐利里鲤栗
班	扳搬颁般斑	拌扮半伴板版绊办瓣
琉	刘流榴硫留瘤泵	铆陆溜柳六馏
珠	朱蛛猪诸株	助贮煮住注主柱筑术祝属铸轴拄竹烛蛀嘱驻逐
畔	叛判盼	胖潘攀般盘
亩	姥姆母拇牡	幕募木慕暮沐目牧墓穆模睦
畜	矗叙绪触恤酗处序絮旭婿蓄续	许锄储徐初吁需楚橱除虚础厨雏出须
留	刘流榴硫瘤泵琉	铆陆溜柳六馏
疾	辑即籍吃棘脊唧借急嫉击级集寂及圾吉极	纪叽妓稽给荠记几迹既鲫基饥箕继奇济挤积寄畸冀骑讥际激绩居祭机季剂系计技忌肌其己鸡期
病	并	饼柄禀冰兵秉屏丙
症	政正郑证挣	丁征整睁拯狰筝怔蒸争
疲	皮脾罢啤	屁否匹霹批坏被譬僻劈披辟
疼	誊腾
疹	诊枕	阵振震侦珍斟榛针贞镇真
益	腋邑逸艺肄掖亦意抑义溢疫异役易忆翼衣亿奕液毅译绎屹艾一议谊	夷疑医仪伊漪依已以倚椅乙遗移姨胰宜尾揖蛇蚁矣壹
真	诊侦珍斟榛针贞	阵振枕震疹镇
眠	绵棉	免冕娩勉面缅
眨	渣	诈栅炸乍喳查闸
矩	举沮	聚蛆居车具俱炬句锯局据菊拘鞠巨剧距橘拒驹惧足
砰	烹澎	棚膨碰硼鹏捧篷蓬朋彭
砸	杂咱
破	泊迫朴魄	剖波颇坡婆泼
祠	瓷词雌辞慈磁	厕刺此伺差赐次
祟	穗岁碎隧遂	随髓虽
祖	组阻诅	卒族租足
神	甚	沈呻审婶慎信肾申绅渗深参身伸
祝	助住注柱铸蛀驻	朱贮煮蛛主猪拄筑术珠属轴竹烛逐诸嘱株
秤	称	呈惩成城程诚承乘撑逞盛橙澄
秧	央鸯殃	阳羊养杨扬痒样氧仰洋漾
租		祖卒组族阻诅足
秦	勤擒琴禽芹	侵亲钦寝
秩	智挚知致治滞帜质识稚至制置志窒	址植直脂掷只氏征织执蜘之枝肢值止纸趾职支吱汁芝殖指旨
秘	密蜜觅泌	咪靡弥米迷谜糜
窄	择泽贼则责	侧斋宅债摘怎齐祭寨
站	栈暂战占蘸绽颤	盏沾瞻崭毡斩展
笆	八巴扒捌芭疤吧叭	爸靶霸把伯耙罢拔跋坝
笑	效孝肖酵校啸	嚣晓哮削宵小硝箫销萧学消
粉		愤粪奋分份忿纷吩焚芬氛坟
纺	访仿	芳房妨放坊肪方防
纱	砂沙煞杉杀	霎厦傻
纹	文闻蚊	免紊问瘟吻温稳
紊	文问闻免	瘟吻蚊纹温稳
素	缩肃宿粟塑诉速溯	酥苏俗
索	锁琐所	缩唆嗦梭
纯	醇淳唇	春蠢
纽	钮扭	牛拗
级	辑即籍吃棘脊唧借急嫉击寂集及圾吉极疾	纪叽妓稽给荠记几迹既鲫基饥箕继奇济挤积寄畸冀骑讥际激绩居祭机季剂系计技忌肌其己鸡期
纳	那钠呐捺娜	拿哪
纸	只址征止指趾旨	植治致制直脂窒掷氏织帜执稚蜘之志智挚枝肢值职至支秩吱置汁芝知滞殖识质
纷	芬吩氛分	粉愤粪奋份忿焚坟
缺		怯鹊却确瘸雀壳
羔	糕篙高膏	稿搅搞告
翅	赤斥	匙弛驰池迟持吃尺嗤齿耻侈
翁	嗡
耘	云匀	晕酝陨允孕运蕴韵员
耕	羹更	耿梗埂
耙	爸霸爬扒伯罢坝	八靶巴跋捌把趴笆芭拔疤怕帕吧叭
耗	浩镐号好	鹤壕毫嚎蒿豪
耽	单丹担	弹淡胆石氮蛋旦但诞
耿	梗埂	羹更耕
脂	只氏芝枝肢知织蜘支之吱汁	址植治致制直窒掷征帜执稚志智挚值止纸趾职至秩置滞殖指识旨质
胰	夷宜疑蛇遗仪一移姨谊	医艺肄意抑伊疫异漪忆翼衣益奕液毅屹艾依已议以倚腋邑逸掖椅乙亦义溢役易揖尾亿译绎蚁矣壹
胁	鞋挟协携谐斜邪	骇屉谢屑写蟹卸契些泻楔歇解懈械血
脆	悴翠粹	催崔衰摧
胸	凶匈汹兄	雄熊
胳	搁戈割哥鸽疙歌	阁合格革隔葛蛤各个
脉	默漠麦磨墨卖末沫莫膜迈陌寞茉没	么蘑买摩埋抹魔摸摹模
能		泞
脊	辑即给籍吃棘唧借急几嫉击级寂集及济圾挤己吉极疾	纪叽妓稽荠记迹既鲫基饥箕继奇积寄畸冀骑讥际激绩居祭机季剂系计技忌肌其鸡期
胯	跨	垮夸
臭	锈宿袖嗅秀绣	酬稠羞绸畴筹丑休愁仇抽朽修
舀	夭咬	侥摇么哟淆腰遥肴姚耀药拗歪外谣乐吆钥窑要邀妖
航	行杭吭
般	班剥胖扳搬颁菠播拨盘玻斑	半扮渤拌勃伯卜瓣薄判攀畔盼舶柏潘叛驳泊搏办簸脖膊伴板白版绊跛博荸
茫	氓盲芒忙	莽
荒	慌	黄恍谎皇晃煌凰幌惶蝗
荔	立吏砾雳丽痢隶沥粒励厉力历莉例俐利栗	李离礼犁厘理哩黎篱狸梨漓璃里鲤
荆	鲸兢惊精经睛茎京更晶	颈径境竞静阱景净井劲靖警敬竟镜
茸	溶荣绒冗蓉榕熔容融
荐	践建溅鉴渐健监件涧键舰间贱剑见箭	坚柬拣捡茧兼简尖检剪俭艰碱减煎歼肩奸
草		曹槽操糙
茵	因殷音姻阴	印瘾隐吟听银淫饮引蚓
茴	回蛔	恢虫堕挥诲灰秽惠讳贿汇绘辉毁徽悔晦慧溃会
茶	察查	刹岔叉喳差插
蚊	文纹闻	免紊问瘟吻温稳
蚪	斗抖陡	痘都读逗兜豆
蚓	瘾引隐听饮	印吟淫银因殷茵音姻阴
蚤	澡藻早枣	皂躁造糟灶噪遭燥凿
蚌	傍谤旁磅棒	梆膀帮榜邦绑
蚣	宫弓共攻躬公工供恭功红	拱汞巩贡矿
蚜	牙涯衙押芽	压鸭鸦轧雅呀讶亚哑
衰	催崔摔摧	悴蟀帅甩率翠脆粹
衷	中忠盅终钟	种肿众重仲
袁	猿源辕原援缘园元员圆	远宛渊愿怨冤鸳院
记	际纪妓荠祭季剂系既计鲫继技济忌寄冀骑	叽稽给籍即吃棘脊唧借急几嫉迹基集级箕寂饥及奇挤积畸吉讥激绩辑居机击圾肌其己鸡期极疾
讨		掏滔萄逃淘陶套桃涛
讯	逊训驯迅汛殉	巡寻旬勋询循
训	逊讯驯迅汛殉	巡寻旬勋询循
岂	启凯稽乞慨楷起	泣迄戚漆畦脐妻开七只鳍气奇砌契凄企祈骑枝旗栖期欺歧柒咳器棋弃汽齐其溪崎揩
豺	柴	差拆
豹	爆暴刨抱报	褒堡饱包薄雹苞保宝胞
财	才材裁	菜采踩猜彩睬
贡	供共	弓攻公工红矿宫汞蚣躬巩恭功拱
起	岂启乞稽	泣迄戚漆畦脐妻七只鳍气奇砌契凄企祈骑枝旗栖欺歧柒器棋弃汽齐其溪崎期
躬	宫弓共攻蚣公工供恭功红	拱汞巩贡矿
轩	喧宣	选炫漩玄悬旋还县
辱	乳褥女入	如儒蠕
送	宋诵颂讼	耸松
逆	泥腻溺匿	你拟尼呢
迷	谜弥靡糜	密咪蜜米秘觅泌
退	蜕	推颓腿
回	茴蛔	恢虫堕挥诲灰秽惠讳贿汇绘辉毁徽悔晦慧溃会
逃	萄淘陶桃涛	套掏讨滔
追	锥椎	坠缀赘
酒	九久韭灸纠玖	就舅揪鸠臼旧救疚究
配	佩沛	陪培赔坏胚
酌	卓浊茁灼拙着啄琢	桌捉
钉	丁盯锭叮定订	鼎顶
针	诊侦珍斟榛贞真	阵振枕震疹镇
闪	陕	衫山善杉单删扇珊赡擅膳
院	愿怨远	猿源宛原援园元冤鸳圆辕渊缘袁员
阵	震镇振枕	诊疹侦珍斟榛针贞真
陡	蚪斗抖	痘都读逗兜豆
陕	闪	衫山善杉单删扇珊赡擅膳
除	锄储橱厨雏	矗畜初触楚处础出
只	氏芝枝肢知织蜘支之吱脂汁	址植治致制直窒掷征帜执稚志智挚值止纸趾职至秩置滞殖指识旨质
饥	激绩叽稽居唧机几迹基箕奇肌其积畸鸡期讥	纪妓即给籍荠吃棘脊借急记嫉既鲫级集寂及继济挤寄冀吉骑际辑祭季剂击系计技忌圾己极疾
马	码蚂吗玛	么蟆麻妈骂
骨	股凸古鼓滑贾谷	估沽辜家雇咕告顾姑孤故固
高	糕羔篙膏	稿搅搞告
斗	逗豆痘读	陡都兜蚪抖
鬼	诡轨	傀归跪规瑰龟桂柜闺贵
干	潜肝黔前钱竿钳杆甘柑	浅感嵌千赶迁欠敢牵纤签谴秆铅谦遣歉橄
伪	为卫谓位尉喂胃未味遗慰蔚魏畏	委伟尾薇苇违维围威偎萎纬唯危微巍桅
停	庭蜓廷亭	厅艇听挺
假	钾价稼甲夏嫁贾架驾	佳荚加挟家颊夹嘉茄
做	凿坐作座	昨左
伟	委尾苇萎纬	为卫薇位喂伪尉维胃未味威违偎遗慰蔚微桅谓围唯危魏巍畏
健	践建溅鉴渐荐监件涧键舰间贱剑见箭	坚柬拣捡茧兼简尖检剪俭艰碱减煎歼肩奸
偶	藕呕	欧区殴鸥
偎	委威萎	为卫薇位喂伪尉维胃未味违遗纬慰蔚微桅伟尾谓苇围唯危魏巍畏
侦	诊珍榛斟针贞真	阵振枕震疹镇
侧	策册测厕	窄择泽贼则怎责
偷		投头透
偏	篇翩扁	片遍骗便
兜	都	痘斗陡读逗蚪豆抖
冕	免勉缅娩	绵眠面棉
凰	黄皇煌惶蝗	恍谎荒慌晃幌
剪	柬拣捡茧检简俭减碱	践尖建鉴歼健监涧键兼贱肩箭溅渐荐坚艰舰煎间件剑见奸
副	附妇赴傅赋富复咐父腹负付	辐浮缚符麸伏拂脯福斧俘袱甫夫敷芙蝠肤抚俯府辅幅服孵扶腐
勒	乐肋垃	垒儡泪擂蕾雷累了类
务	勿晤雾物坞误悟恶	无于伍巫诬午乌吴舞梧武五呜污芜亡屋蜈捂侮鹉
勘	刊堪看	砍坎
动	栋洞冻	懂董东冬
匙	驰池迟持弛	拭提翅势室施时屎赤使柿吃侍尺拾嗤饰驶誓狮氏实诗恃什示石食十式史事射耻释嗜适尸失逝硕是虱士蚀市世齿试侈矢视斥识始师湿
匿	泥腻溺逆	你拟尼呢
区	曲圈屈蛆鸥趋躯呕欧岖驱殴	漆去藕取偶娶趣渠
匾	贬扁	辫蝙便辨辩遍变边鞭编
参	呻餐信三绅申深身伸	惭沈甚伞审慎婶惨肾残渗灿蚕散神
曼	漫蔓幔慢	瞒蛮满馒
商	伤汤	上尚裳赏晌
啦	拉喇	辣落蜡腊
啄	卓浊茁灼拙着琢酌	桌捉
哑	噩愕遏饿恶雅亚鳄扼俄	牙阿压蚜芽鸭额鸦轧讶呀讹涯衙押鹅蛾
啡	菲非飞	废费沸肺诽吠肥匪
啃	垦肯恳
啊	阿
唱	倡畅	场长昌偿厂常尝肠裳敞猖
问	文紊闻免	瘟吻蚊纹温稳
唯	为薇维围违危微巍桅	委卫位喂胃未味威偎慰谓苇畏伪尉遗萎纬蔚伟尾魏
啤	皮脾疲罢	屁否匹霹批坏被譬僻劈披辟
售	兽瘦受授寿	收首守手熟
唬	许虎	沪狐互户葫忽胡湖壶呼戏乎护糊蝴弧
圈	曲卷屈蛆鹃趋躯身倦眷捐岖驱区绢	泉券拳全漆去权劝犬取娶趣痊渠
国		锅过裹果郭
域	裕玉愈尉育誉浴寓欲芋御狱郁与豫预遇语吁谷喻	逾予雨屿迂于愉渔榆鱼娱舆隅愚羽淤宇
坚	兼尖艰溅歼煎渐间监肩奸	践建鉴健涧拣捡键检碱贱箭柬简剪荐茧俭舰减见件剑
堆		兑嘴队对醉罪最
埠	步簿怖部布不	捕补哺卜
基	激绩叽稽居唧机几迹饥箕奇肌其积畸鸡期讥	纪妓即给籍荠吃棘脊借急记嫉既鲫级集寂及继济挤寄冀吉骑际辑祭季剂击系计技忌圾己极疾
堂	唐糖棠膛搪塘	淌躺趟烫倘汤
堵	睹赌肚	牍渡督毒杜都读镀度妒独
执	植值殖职直质掷	址治致制脂窒只氏征织帜稚蜘之志智挚枝肢止纸趾至支秩吱置汁芝知滞指识旨
培	陪赔	佩坏配胚沛
够	购构垢	苟勾沟钩狗句
奢	赊	社甚舌赦什射舍蛇叶拾涉摄设
娶	曲去漆取趣	圈屈蛆趋躯岖驱区渠
娄	侣履屡旅楼缕铝吕	露漏陋氯滤律绿虑搂驴率篓
婉	宛娩碗晚挽	玩顽万腕丸豌完惋湾弯
妇	附赴傅赋富复咐父腹负副付	辐浮缚符麸伏拂脯福斧俘袱甫夫敷芙蝠肤抚俯府辅幅服孵扶腐
婚	昏荤	浑魂混
婆		泊剖泼朴魄颇破坡波迫
寇	扣	口
寄	际纪妓荠祭季记剂系既计鲫继技济忌冀骑	叽稽给籍即吃棘脊唧借急几嫉迹基集级箕寂饥及奇挤积畸吉讥激绩辑居机击圾肌其己鸡期极疾
寂	辑即籍吃棘脊唧借急嫉击级集及圾吉极疾	纪叽妓稽给荠记几迹既鲫基饥箕继奇济挤积寄畸冀骑讥际激绩居祭机季剂系计技忌肌其己鸡期
宿	锈缩臭速肃袖粟塑诉嗅素秀朽溯绣	羞酥休俗苏修
密	蜜秘觅泌	咪靡弥米迷谜糜
尉	为卫位喂愈未胃味浴慰谓狱与豫遇语谷喻域裕畏玉伪育誉遗寓欲蔚御郁预魏吁芋	委屿于愉维榆威偎淤苇娱渔围舆隅羽巍逾雨予薇违鱼萎纬愚微桅迂尾伟唯危宇
专	砖	传撰赚转
将	浆姜江酱抢僵强匠疆呛枪缰降腔	桨蒋墙讲奖
屠	凸徒涂图突途	土吐兔秃
屉	骇惕涕屑谢剃蟹卸替契泻楔解懈械	体提鞋谐歇邪剔啼写协些蹄堤题挟携斜胁梯血踢
崇	虫重	宠充冲
崎	只鳍枝旗棋畦奇齐其脐祈歧骑期	泣迄戚稽漆妻七气砌契凄企启栖欺柒起器乞弃汽溪岂
崩	绷	蹦
崔	催衰摧	悴翠脆粹
岗	扛港纲冈缸肛钢刚
巢	朝嘲潮	吵抄钞超炒剿
常	场长偿尝肠裳	唱昌厂畅倡敞猖
带	贷戴袋大待逮代怠	歹呆
帐	丈涨长胀杖仗账障	彰掌樟张章
康	糠慷	抗扛炕
庸	拥佣	泳蛹踊用咏勇永
庶	树疏术数述竖束署曙恕墅漱	暑梳殊枢黍输鼠薯叔属蜀淑书蔬舒赎熟抒
庵	鞍安氨	按案暗岸俺
张	章彰樟	丈涨掌长帐胀杖仗账障
强	将酱抢匠墙降	桨姜浆江蒋僵疆讲呛枪缰奖腔
彬	缤宾滨濒	鬓
彩	采踩睬	菜财材猜才裁
得	德的
徙	洗喜	悉熙厘习畦惜锡戏媳隙牺西希膝息栖吸携晰熄析席夕行系袭昔犀稀溪嬉蟋细
从	聪丛囱综纵匆葱	棕总踪宗
徘	排牌	拍湃派
御	域裕玉愈尉育誉浴寓欲芋狱郁与豫预遇语吁谷喻	逾予雨屿迂于愉渔榆鱼娱舆隅愚羽淤宇
患	唤换幻痪宦焕涣	缓环欢还
悉	膝熙厘畦栖吸携晰析行西牺犀稀嬉希溪蟋	徙习戏息系袭细隙媳喜惜洗昔熄席锡夕
悠	优忧幽	佑尤由游友邮犹又油诱有幼右
惋	玩腕万	顽娩碗宛丸豌完湾婉晚弯挽
悴	翠脆粹	催崔衰摧
惦	店垫殿甸玷淀佃奠电	颠典点碘
情	请倾晴擎	亲氢庆卿顷轻清蜻青
惜	习袭息媳昔熄席锡	悉熙厘畦徙戏隙西喜牺希膝栖吸洗携晰析系行夕犀稀溪嬉蟋细
悼	道到稻盗倒导蹈	叨刀岛祷捣
惕	屉涕剃替	剔梯提体啼蹄堤题踢
戚	漆栖凄溪欺柒妻七	泣迄畦稽脐只鳍气奇砌契企祈骑枝启旗歧起器乞棋弃汽齐其崎岂期
掠	略
控	空	恐孔
掖	腋邑逸艺肄亦意抑义溢疫异役易忆翼衣益亿奕液毅译绎屹艾一议谊	夷疑医仪伊漪依已以倚椅乙遗移姨胰宜尾揖蛇蚁矣壹
探	贪瘫摊碳叹滩炭	弹檀毯痰坛昙谈袒谭坦潭
接	揭皆阶街结	节杰竭截届界介劫捷借解诫戒姊姐洁芥
捷	节杰竭截劫结洁	接揭皆阶届街界介姊借解诫戒姐芥
捧		棚膨碰砰硼鹏篷烹朋蓬澎彭
掘	倔决觉角绝诀爵脚嚼
措	锉挫撮错	搓
掩	眼演衍	谚咽炎淹焰艳颜奄延雁烟验沿堰癌厌砚唁严阎殷宴研燕盐言
掉	吊钓调	雕刁叼碉
扫	嫂	骚艘搔
挂	卦褂	刮寡瓜蜗括
推		蜕退颓腿
抡	仑轮伦论沦
授	售兽瘦受寿	收首守手熟
挣	丁政正征筝证症狰郑睁怔蒸争	拯整
采	睬踩彩	菜财材猜才裁
排	徘牌	拍湃派
掏	涛滔	萄逃淘陶讨套桃
掀	鲜仙先纤	嫌馅衔弦险腺线涎舷癣闲贤县咸现显陷限铣献宪
捻	撵碾	年念
舍		社摄甚舌什奢射蛇叶拾涉赊赦设
捺	那钠呐纳娜	拿哪
救	就舅臼旧疚究	九酒久揪鸠韭灸纠玖
教	轿叫蕉焦窖浇校郊交椒觉胶骄礁娇较	矫侥搅狡绞饺角剿脚嚼缴
败	拜	白百摆
启	起岂乞稽	泣迄戚漆畦脐妻七只鳍气奇砌契凄企祈骑枝旗栖欺歧柒器棋弃汽齐其溪崎期
敏	皿闽悯	民
叙	畜绪恤酗序絮旭婿蓄续	许徐需虚须吁
斜	鞋狭洽匣协挟暇峡侠携谐霞邪辖胁	屉瞎歇写卸契些下吓解厦骇屑蟹楔懈夏械谢虾泻血
斩	崭盏展	栈暂毡战占沾站瞻蘸绽颤
族	卒足	阻诅租祖组
旋	炫漩玄悬还县	喧宣轩选
昼	咒宙皱	肘舟周州粥洲轴帚
晚	宛娩碗婉挽	玩顽万腕丸豌完惋湾弯
晤	勿务雾误物坞悟恶	无于伍巫诬午乌吴舞梧武五呜污芜亡屋蜈捂侮鹉
晨	沈臣沉尘陈辰忱	趁称衬
晦	惠讳贿汇绘诲慧会溃秽	恢虫茴堕回挥辉毁徽悔灰蛔
曹	槽	草操糙
望	王旺忘妄	往网枉亡汪
梁	凉量粱良粮	两俩谅晾亮辆
梯	剔踢	屉体提涕啼惕剃替蹄堤题
梢	稍烧捎	芍少勺绍召哨
杆	感赶敢秆橄	干肝竿甘柑
桶	筒统	彤桐铜痛同童通瞳
梧	蜈无芜巫诬亡吴	于务伍雾午乌舞勿武五呜污悟屋恶晤误物坞捂侮鹉
梗	耿埂	羹更耕
械	骇屉谢屑蟹卸契泻楔解懈	鞋写挟协些携谐歇斜邪血胁
弃	泣器迄气砌汽契企妻	戚稽畦漆脐七只鳍奇凄祈骑枝旗启栖欺起歧柒乞棋齐其溪崎岂期
梭	缩嗦唆	锁索琐所
梆	傍邦帮	蚌谤旁膀榜磅棒绑
梅	媒煤霉枚楣玫眉没	美每昧媚妹
条	调	跳挑
梨	离犁厘黎篱狸漓丽璃	李理隶沥礼励历莉吏立砾雳痢粒厉哩力荔例俐利里鲤栗
欲	域裕玉愈尉育誉浴寓芋御狱郁与豫预遇语吁谷喻	逾予雨屿迂于愉渔榆鱼娱舆隅愚羽淤宇
杀	晒沙砂煞杉纱	霎厦傻筛
毫	鹤壕号嚎豪	浩镐耗好蒿
氢	倾卿顷轻清蜻青	亲庆情擎请晴
涎	嫌衔弦舷闲贤咸	仙现馅显掀险陷先腺纤线限铣癣鲜献县宪
凉	量谅粱晾良亮辆梁粮	两俩
淳	醇唇纯	春蠢
液	腋邑逸艺肄掖亦意抑义溢疫异役易忆翼衣益亿奕毅译绎屹艾一议谊	夷疑医仪伊漪依已以倚椅乙遗移姨胰宜尾揖蛇蚁矣壹
淡	弹石氮担蛋旦但诞	单胆耽丹
淌	躺倘	堂趟唐糖烫棠膛汤搪塘
淤	迂	屿于愈愉榆浴狱渔娱与豫舆隅遇语羽谷喻域逾裕雨予玉尉育誉鱼寓欲愚御郁预吁芋宇
添	天	舔恬填甜田
浅	遣谴	千前钱钳歉干嵌迁欠潜牵纤黔签铅谦
清	氢倾卿顷轻蜻青	亲庆情擎请晴
淋	临鳞琳邻林磷	凛赁吝躏
涯	牙蚜衙押芽	压鸭鸦轧雅呀讶亚哑
淑	赎熟叔	树梳黍术鼠薯曙述蜀束署书抒暑疏殊枢输属数竖庶蔬恕墅漱舒
涮		栓拴
淹	谚咽焰艳奄雁验烟沿堰厌唁砚宴殷研燕	严炎演颜阎延衍癌盐言眼掩
混	浑魂	昏荤婚
渊	宛冤鸳	远源猿辕原愿怨援缘园元袁院员圆
凄	戚漆栖溪欺柒妻七	泣迄畦稽脐只鳍气奇砌契企祈骑枝启旗歧起器乞棋弃汽齐其崎岂期
涵	韩寒函汗含	罕旱悍喊和翰撼憾捍焊汉酣
泪	累类擂	垒儡勒蕾雷
淫	吟银	印瘾隐引听饮因殷蚓茵音姻阴
淘	萄逃陶桃涛	套掏讨滔
沦	仑轮抡伦论
深	伸信绅申参身呻	沈甚审慎婶肾渗神
淮	怀徊槐	坏
净	径境竞静劲敬靖竟镜	颈兢惊鲸经精睛阱荆茎井警京更景晶
淆	侥摇遥肴谣窑姚	么耀夭哟舀腰药乐咬吆要拗钥邀妖
烹	澎砰	棚膨碰硼鹏捧篷蓬朋彭
焊	旱悍翰撼憾捍汗汉	罕韩喊寒和函涵含酣
爽		双霜
牵	嵌千迁纤签铅谦	干浅潜欠黔谴前钱钳遣歉
犁	离厘黎篱狸梨漓丽璃	李理隶沥礼励历莉吏立砾雳痢粒厉哩力荔例俐利里鲤栗
猜		菜财采材踩才裁彩睬
猛	锰	蒙萌梦孟檬朦盟
猖	倡昌	场唱长偿厂畅常尝肠裳敞
狰	丁正征筝怔症睁挣蒸争	政整郑证拯
率	蟀硕帅氯滤律烁绿虑数勺	侣甩履屡旅娄衰说驴缕铝吕摔
琅	狼郎榔廊	浪朗
球	求仇囚	蚯丘龟秋
理	李礼哩里鲤	立吏犁厘黎狸梨砾雳丽痢璃隶沥离粒励厉力荔历莉篱漓例俐利栗
现	馅陷腺线限献县宪	仙嫌显衔闲弦险掀先纤涎舷癣鲜铣贤咸
瓶	苹萍平评屏坪冯凭	乒
瓷	词雌祠辞慈磁	厕刺此伺差赐次
甜	填恬田	添天舔
产	铲阐	馋单蝉搀缠掺
略	掠
畦	悉熙厘脐只鳍奇西牺希祈骑膝枝旗栖吸携晰歧析行棋犀齐其稀嬉溪蟋崎期	泣迄戚习漆稽惜妻七锡徙气戏砌媳隙喜契凄企启息洗欺起柒熄席夕系器乞袭弃昔汽岂细
毕	庇毙臂弊币必避辟泌壁碧璧闭比蔽鄙	逼彼鼻匕笔
异	腋邑逸艺肄掖亦意抑义溢疫役易忆翼衣益亿奕液毅译绎屹艾一议谊	夷疑医仪伊漪依已以倚椅乙遗移姨胰宜尾揖蛇蚁矣壹
疏	树梳术曙述束署书抒殊枢输数竖庶蔬恕墅漱舒	暑黍鼠薯叔属蜀淑赎熟
痕		很恨狠
痊	泉卷拳权犬全	劝圈券
盔	窥亏	傀葵魁愧溃
盒	合核盖和荷何河禾褐	鹤喝吓呵贺赫
盛	呈惩成城程诚承乘剩圣胜橙澄	称秤牲生绳升撑逞笙省甥声
眷	倦圈卷绢	鹃捐身
众	中种重仲	忠盅肿衷终钟
眼	掩演衍	谚咽炎淹焰艳颜奄延雁烟验沿堰癌厌砚唁严阎殷宴研燕盐言
眶	框旷矿况	筐狂
硫	刘流榴留瘤泵琉	铆陆溜柳六馏
朱	蛛猪珠诸株	助贮煮住注主柱筑术祝属铸轴拄竹烛蛀嘱驻逐
祥	翔详降	像想向箱镶巷湘象橡相项乡厢享响香
票	漂	飘瓢
祭	纪际妓荠寨记季剂系既计鲫债继济技忌寄责冀骑	叽稽给籍即吃棘脊唧借急几嫉迹窄基集级寂饥及箕奇挤积畸吉讥激斋绩宅辑居摘机击圾肌齐其己鸡期极疾
移	夷宜疑蛇遗仪一姨胰谊	医艺肄意抑伊疫异漪忆翼衣益奕液毅屹艾依已议以倚腋邑逸掖椅乙亦义溢役易揖尾亿译绎蚁矣壹
